"Symbol","EndDate","TotalRevenue","ROEC"
"000523","2018-12-31","5739894077.8400","-0.1049"
"000523","2019-12-31","5746059081.4800","-0.0696"
"000523","2020-12-31","3315211541.7600",""
"000523","2021-12-31","2585545531.2300",""
"000523","2022-12-31","2488197424.9200","-0.0718"
"000524","2000-12-31","224342557.4500","0.0283"
"000524","2001-12-31","226391818.8700","-0.1533"
"000524","2002-12-31","207801911.7200","0.0145"
"000524","2003-12-31","147871123.0400","-0.1637"
"000524","2004-12-31","254043220.5900","0.0649"
"000524","2005-12-31","294603887.7900","0.0650"
"000524","2006-12-31","306891250.0600","0.0441"
"000524","2007-12-31","319146060.6400","0.0439"
"000524","2008-12-31","267747370.0400","0.0071"
"000524","2009-12-31","220827957.3300","-0.0856"
"000524","2010-12-31","267919015.5100","0.0111"
"000524","2011-12-31","310468400.1400","0.0343"
"000524","2012-12-31","328785820.6700","0.0516"
"000524","2013-12-31","316675883.8000","0.0551"
"000524","2014-12-31","301805439.2000","0.0610"
"000524","2015-12-31","305819618.8500","0.0671"
"000524","2016-12-31","302777259.5400","0.0494"
"000524","2017-12-31","6392025592.6000","0.1157"
"000524","2018-12-31","7077867725.1100","0.0842"
"000524","2019-12-31","7972099522.9400","0.1081"
"000524","2020-12-31","1877563514.7400","-0.1021"
"000524","2021-12-31","1526317841.5500","-0.0624"
"000524","2022-12-31","1034554397.2600","-0.0886"
"000525","2000-12-31","224054591.0300","0.1241"
"000525","2001-12-31","299968735.3000","0.1438"
"000525","2002-12-31","565242046.9700","0.0898"
"000525","2003-12-31","558547877.3700","0.0860"
"000525","2004-12-31","1708055689.7500","0.0895"
"000525","2005-12-31","2198582475.5900","0.0714"
"000525","2006-12-31","2827389554.7900","0.0583"
"000525","2007-12-31","3285075390.7400","0.0533"
"000525","2008-12-31","3498651054.9300","0.0502"
"000525","2009-12-31","3548706460.7700","0.0036"
"000525","2010-12-31","3808848790.4800","-0.0130"
"000525","2011-12-31","5789356023.8100","0.0404"
"000525","2012-12-31","7175366008.5600","0.0980"
"000525","2013-12-31","7241324764.8100","0.1102"
"000525","2014-12-31","6812499538.6500","0.1077"
"000525","2015-12-31","4556568021.4800","0.0332"
"000525","2016-12-31","3537512437.0300","0.0288"
"000525","2017-12-31","4974184665.2000","0.1362"
"000525","2018-12-31","5908271416.0900","0.1237"
"000525","2019-12-31","4614454469.6300","-0.0724"
"000525","2020-12-31","4021995202.8400","-0.0345"
"000525","2021-12-31","4683382031.5800","-1.6008"
"000525","2022-12-31","6439912658.8600","0.7309"
"000526","2000-12-31","86625804.1900","0.1083"
"000526","2001-12-31","163953430.9300","0.0844"
"000526","2002-12-31","9150146.0300","0.0372"
"000526","2003-12-31","5918569.9100","0.0007"
"000526","2004-12-31","13709677.7400","-0.0151"
"000526","2005-12-31","11015277.3100","-0.0227"
"000526","2006-12-31","5790377.9000","-0.0023"
"000526","2007-12-31","3788879.6600","0.0186"
"000526","2008-12-31","4818417.0300","-0.0803"
"000526","2009-12-31","11902047.5300","0.0049"
"000526","2010-12-31","44414458.4600","0.0455"
"000526","2011-12-31","8980462.2200","0.0283"
"000526","2012-12-31","65206408.0400","0.0230"
"000526","2013-12-31","10168204.2200","-0.0419"
"000526","2014-12-31","18805622.8700","0.0129"
"000526","2015-12-31","25065353.4400","-0.0893"
"000526","2016-12-31","1306853303.0100","-1.0683"
"000526","2017-12-31","2811592268.2100","0.4097"
"000526","2018-12-31","2892795413.0000","0.1452"
"000526","2019-12-31","2991938325.3400","0.1476"
"000526","2020-12-31","2429882904.4000","0.3835"
"000526","2021-12-31","2529427415.9700","-1.9683"
"000526","2022-12-31","1797614433.0200","0.0198"
"000527","2000-12-31","8805244254.6700","0.2125"
"000527","2001-12-31","10525302597.8700","0.1545"
"000527","2002-12-31","10867156810.4000","0.1290"
"000527","2003-12-31","13761381005.1500","0.1090"
"000527","2004-12-31","19200876941.3500","0.1524"
"000527","2005-12-31","21313607560.5700","0.1719"
"000527","2006-12-31","20138829197.6200","0.1831"
"000527","2007-12-31","33296552612.3300","0.3297"
"000527","2008-12-31","45313461923.3000","0.2396"
"000527","2009-12-31","47278248260.0000","0.2511"
"000527","2010-12-31","74558886120.0000","0.2778"
"000527","2011-12-31","93108058260.0000","0.2186"
"000527","2012-12-31","68071200640.0000","0.1571"
"000528","2000-12-31","765190487.7200","0.0015"
"000528","2001-12-31","977567129.2700","0.0302"
"000528","2002-12-31","1701127293.9400","0.1630"
"000528","2003-12-31","2493397930.7500","0.2430"
"000528","2004-12-31","3509049680.6000","0.1851"
"000528","2005-12-31","4069870656.0700","0.1324"
"000528","2006-12-31","5182127621.2700","0.2030"
"000528","2007-12-31","7592573340.2400","0.2672"
"000528","2008-12-31","9268378154.5800","0.1367"
"000528","2009-12-31","10182962660.6100","0.2567"
"000528","2010-12-31","15366129881.2500","0.2464"
"000528","2011-12-31","17878280085.8600","0.1489"
"000528","2012-12-31","12629666551.7600","0.0299"
"000528","2013-12-31","12584687456.7600","0.0355"
"000528","2014-12-31","10293406072.7700","0.0209"
"000528","2015-12-31","6655815581.2800","0.0023"
"000528","2016-12-31","7005395363.8400","0.0054"
"000528","2017-12-31","11264212253.3500","0.0359"
"000528","2018-12-31","18084836917.4800","0.0875"
"000528","2019-12-31","19177295779.4400","0.1026"
"000528","2020-12-31","23002550045.3700","0.1183"
"000528","2021-12-31","28700729485.2500","0.0726"
"000528","2022-12-31","26479736961.8300","0.0388"
"000529","2000-12-31","704060791.3700","0.0042"
"000529","2001-12-31","508008002.7700","-0.2190"
"000529","2002-12-31","457512259.9300","-1.0162"
"000529","2003-12-31","504096025.4400","0.0147"
"000529","2004-12-31","337375983.9500","-0.5789"
"000529","2005-12-31","307188686.7300",""
"000529","2006-12-31","284889605.2200",""
"000529","2007-12-31","189975973.2200",""
"000529","2008-12-31","165146331.4600","4.7430"
"000529","2009-12-31","1087794430.5900","0.0938"
"000529","2010-12-31","1236563041.1600","0.0879"
"000529","2011-12-31","1387751949.7200","0.0935"
"000529","2012-12-31","1569326008.2900","0.0757"
"000529","2013-12-31","1845764677.7500","0.0909"
"000529","2014-12-31","1876176087.2300","0.1538"
"000529","2015-12-31","1927158649.3900","0.0669"
"000529","2016-12-31","2067498212.5100","0.0898"
"000529","2017-12-31","2305884461.3700","0.1157"
"000529","2018-12-31","2498745791.8200","0.1269"
"000529","2019-12-31","3019284993.6400","0.1705"
"000529","2020-12-31","3394669520.3000","0.1760"
"000529","2021-12-31","3637711649.0800","0.1724"
"000529","2022-12-31","3417904153.3400","0.3443"
"000530","2000-12-31","800683245.8000","0.0727"
"000530","2001-12-31","902148243.1300","0.0800"
"000530","2002-12-31","956363304.9700","0.0764"
"000530","2003-12-31","1043097006.4600","0.0693"
"000530","2004-12-31","1216806904.6400","0.0769"
"000530","2005-12-31","1511046315.7200","0.0793"
"000530","2006-12-31","1602094861.0900","0.0889"
"000530","2007-12-31","1653955364.9500","0.0877"
"000530","2008-12-31","1513436237.5000","0.0796"
"000530","2009-12-31","1394541531.4700","0.0499"
"000530","2010-12-31","1495527374.2200","0.0610"
"000530","2011-12-31","1863253549.4700","0.0510"
"000530","2012-12-31","1521979266.1500","0.0671"
"000530","2013-12-31","1535706911.2500","0.0811"
"000530","2014-12-31","1425715596.9600","0.0562"
"000530","2015-12-31","1607518439.6100","0.0549"
"000530","2016-12-31","1779499226.6400","0.0603"
"000530","2017-12-31","2079715105.3700","0.0601"
"000530","2018-12-31","1966064612.4400","0.0322"
"000530","2019-12-31","1831851280.7000","0.0249"
"000530","2020-12-31","1727267935.1500","0.0066"
"000530","2021-12-31","2089208256.2200","-0.0847"
"000530","2022-12-31","2893085310.2900","0.0065"
"000531","2000-12-31","668013045.4700","0.1006"
"000531","2001-12-31","860874303.8100","0.1093"
"000531","2002-12-31","860235572.4000","0.1440"
"000531","2003-12-31","1026085274.0600","0.2418"
"000531","2004-12-31","1420663063.2400","0.2001"
"000531","2005-12-31","1558730348.7300","0.1307"
"000531","2006-12-31","1609566622.5900","0.1457"
"000531","2007-12-31","2172431825.0600","0.0700"
"000531","2008-12-31","2811139085.2800","-0.0417"
"000531","2009-12-31","2889533102.1500","0.2436"
"000531","2010-12-31","3015087140.3200","0.1188"
"000531","2011-12-31","3334672348.6300","0.0454"
"000531","2012-12-31","3143955368.2800","0.1257"
"000531","2013-12-31","3280640507.4000","0.1439"
"000531","2014-12-31","4394470765.5000","0.2563"
"000531","2015-12-31","2225944449.8300","0.1321"
"000531","2016-12-31","2635386729.3700","0.1427"
"000531","2017-12-31","2965395044.7800","0.0476"
"000531","2018-12-31","3118942761.4400","0.0242"
"000531","2019-12-31","3228593752.3700","0.0980"
"000531","2020-12-31","3462000879.7100","0.1699"
"000531","2021-12-31","3928199761.1100","0.0304"
"000531","2022-12-31","3932187699.5300","-0.0032"
"000532","2000-12-31","","-0.3369"
"000532","2001-12-31","20047426.8000","0.0640"
"000532","2002-12-31","95252456.3100","0.0961"
"000532","2003-12-31","147272133.9800","0.1256"
"000532","2004-12-31","240614993.6400","-0.0156"
"000532","2005-12-31","142894901.7800","0.0258"
"000532","2006-12-31","156117919.6500","0.0569"
"000532","2007-12-31","215964847.2400","0.0915"
"000532","2008-12-31","208357313.2300","-0.0598"
"000532","2009-12-31","200573510.0100","0.0601"
"000532","2010-12-31","255902639.7700","0.0264"
"000532","2011-12-31","213944069.4400","0.0441"
"000532","2012-12-31","202952418.7800","0.0731"
"000532","2013-12-31","218767606.6400","0.0873"
"000532","2014-12-31","172720364.9900","0.0526"
"000532","2015-12-31","212267809.9500","0.0662"
"000532","2016-12-31","310032672.8300","0.0679"
"000532","2017-12-31","479147250.3700","0.0769"
"000532","2018-12-31","530431988.6700","0.0716"
"000532","2019-12-31","432588134.9500","0.0812"
"000532","2020-12-31","515037804.6700","0.1618"
"000532","2021-12-31","630862633.9600","0.1567"
"000532","2022-12-31","652241907.7400","0.1109"
"000533","2000-12-31","1167066021.0100","0.0068"
"000533","2001-12-31","1122820028.6700","-1.1653"
"000533","2002-12-31","1109203408.1300","-0.3610"
"000533","2003-12-31","1302045531.5800","0.4073"
"000533","2004-12-31","1375560632.7000","0.0055"
"000533","2005-12-31","1372934572.3400","-0.2827"
"000533","2006-12-31","1817798740.6600","0.1093"
"000533","2007-12-31","3137193984.1800","0.2460"
"000533","2008-12-31","2797241756.2400","0.1052"
"000533","2009-12-31","2752755301.5400","0.2535"
"000533","2010-12-31","2831913874.8000","0.1558"
"000533","2011-12-31","2022522310.6700","0.0706"
"000533","2012-12-31","1973957791.0200","0.0714"
"000533","2013-12-31","2310851184.5400","0.1214"
"000533","2014-12-31","3896458570.2300","0.0812"
"000533","2015-12-31","4130364236.0000","0.0832"
"000533","2016-12-31","4338469730.6100","0.1253"
"000533","2017-12-31","8266947606.4600","0.0314"
"000533","2018-12-31","9559439074.3700","-0.7868"
"000533","2019-12-31","1373705459.3300","-0.0113"
"000533","2020-12-31","1477674933.9400","0.0936"
"000533","2021-12-31","1458734801.2600","-0.0231"
"000533","2022-12-31","1773768069.9300","0.0619"
"000534","2000-12-31","86404173.1000","0.0274"
"000534","2001-12-31","89874044.5700","0.0142"
"000534","2002-12-31","105722280.5800","0.0140"
"000534","2003-12-31","143715086.2200","0.0323"
"000534","2004-12-31","155598709.1000","0.0032"
"000534","2005-12-31","211057812.7900","0.0039"
"000534","2006-12-31","211689436.0300","0.0164"
"000534","2007-12-31","486759259.4100","0.2052"
"000534","2008-12-31","356383132.9800","0.0390"
"000534","2009-12-31","553856903.5000","0.0713"
"000534","2010-12-31","310942518.7600","0.0594"
"000534","2011-12-31","199209139.2200","0.0226"
"000534","2012-12-31","636590486.8300","0.1466"
"000534","2013-12-31","1122349637.9000","0.1240"
"000534","2014-12-31","526640338.9300","0.0282"
"000534","2015-12-31","491810832.3800","0.0230"
"000534","2016-12-31","194679657.8300","0.0467"
"000534","2017-12-31","255152393.3700","0.0523"
"000534","2018-12-31","258443047.4100","0.0276"
"000534","2019-12-31","548735086.5500","0.0418"
"000534","2020-12-31","552561979.4100","0.0710"
"000534","2021-12-31","656255549.8000","0.0850"
"000534","2022-12-31","793843031.6400","0.0902"
"000535","2000-12-31","42296101.7400",""
"000535","2001-12-31","28556038.1300",""
"000535","2002-12-31","27166920.5500",""
"000535","2003-12-31","29463324.8100",""
"000535","2004-12-31","19853329.4200",""
"000536","2000-12-31","141734973.8400",""
"000536","2001-12-31","92567222.5800",""
"000536","2002-12-31","52942240.6100",""
"000536","2003-12-31","73845767.3000",""
"000536","2004-12-31","122773007.3400",""
"000536","2005-12-31","85521368.2600",""
"000536","2006-12-31","114216253.6700",""
"000536","2007-12-31","108256335.2300","0.8647"
"000536","2008-12-31","131424233.1200","0.1602"
"000536","2009-12-31","67374789.0000","0.1504"
"000536","2010-12-31","3024096792.0800","0.2901"
"000536","2011-12-31","2182537883.0800","0.1420"
"000536","2012-12-31","1822389937.3700","0.1099"
"000536","2013-12-31","5543853868.9800","0.1517"
"000536","2014-12-31","7018186607.7400","0.0973"
"000536","2015-12-31","5433566702.6500","0.0572"
"000536","2016-12-31","4435992658.0600","0.0473"
"000536","2017-12-31","4889052084.0600","0.0153"
"000536","2018-12-31","4517789137.7100","-0.4894"
"000536","2019-12-31","1474124196.4300","-0.4154"
"000536","2020-12-31","2193873141.3300","0.1167"
"000536","2021-12-31","3013729443.3600","-0.0375"
"000536","2022-12-31","2349810461.3000","-0.2598"
"000537","2000-12-31","454279714.3000","0.2107"
"000537","2001-12-31","513950876.1400","0.0769"
"000537","2002-12-31","222046311.5600","-0.0538"
"000537","2003-12-31","97682577.0900","-0.6196"
"000537","2004-12-31","390135499.4900","0.1122"
"000537","2005-12-31","780316362.9600","0.0978"
"000537","2006-12-31","1130303734.6200","-0.0593"
"000537","2007-12-31","973257118.1100","0.1063"
"000537","2008-12-31","1718831932.6200","0.0429"
"000537","2009-12-31","1017374568.9400","0.1769"
"000537","2010-12-31","1530010109.2500","0.1948"
"000537","2011-12-31","1485622638.3200","0.3666"
"000537","2012-12-31","1780545083.0000","0.3017"
"000537","2013-12-31","1487464057.8700","0.3082"
"000537","2014-12-31","1283186515.9200","0.1893"
"000537","2015-12-31","1443643633.7000","0.0927"
"000537","2016-12-31","3932771590.8200","0.1785"
"000537","2017-12-31","21642295263.0700","0.3540"
"000537","2018-12-31","27056984571.3400","0.2460"
"000537","2019-12-31","22986765175.1700","0.2587"
"000537","2020-12-31","19750567812.5700","0.1527"
"000537","2021-12-31","16235778609.5000","-0.0938"
"000537","2022-12-31","3429807903.7700","0.0461"
"000538","2000-12-31","795296591.9900","0.1278"
"000538","2001-12-31","900299289.5100","0.1793"
"000538","2002-12-31","1100942499.4900","0.2002"
"000538","2003-12-31","1344834378.8000","0.2022"
"000538","2004-12-31","1832312196.8600","0.2547"
"000538","2005-12-31","2448395021.8400","0.2879"
"000538","2006-12-31","3200335513.8500","0.2780"
"000538","2007-12-31","4115716899.3000","0.2631"
"000538","2008-12-31","5723198667.6500","0.2010"
"000538","2009-12-31","7171784043.6300","0.1787"
"000538","2010-12-31","10075437834.2600","0.2303"
"000538","2011-12-31","11312322432.0300","0.2429"
"000538","2012-12-31","13686824525.5700","0.2515"
"000538","2013-12-31","15814790880.8100","0.2892"
"000538","2014-12-31","18814366372.7400","0.2458"
"000538","2015-12-31","20738126205.0800","0.2220"
"000538","2016-12-31","22410654404.3100","0.1996"
"000538","2017-12-31","24314614044.2100","0.1843"
"000538","2018-12-31","26708213487.7500","0.1728"
"000538","2019-12-31","29664673868.6800","0.1438"
"000538","2020-12-31","32742766763.7900","0.1442"
"000538","2021-12-31","36373919016.0300","0.0728"
"000538","2022-12-31","36488372649.7300","0.0738"
"000539","2000-12-31","4288092115.2100","0.2163"
"000539","2001-12-31","5440942238.6900","0.1951"
"000539","2002-12-31","5619722960.2500","0.1720"
"000539","2003-12-31","6029014914.0800","0.1675"
"000539","2004-12-31","7150810796.9100","0.1178"
"000539","2005-12-31","8317365799.5400","0.0834"
"000539","2006-12-31","8686142538.2200","0.0866"
"000539","2007-12-31","10393088405.0000","0.0702"
"000539","2008-12-31","11617673253.0000","-0.0113"
"000539","2009-12-31","12234717490.0000","0.1177"
"000539","2010-12-31","12642208069.0000","0.0627"
"000539","2011-12-31","14620140721.0000","0.0197"
"000539","2012-12-31","29489273619.0000","0.1529"
"000539","2013-12-31","30830757337.0000","0.1826"
"000539","2014-12-31","29046568685.0000","0.1622"
"000539","2015-12-31","25723810816.0000","0.1596"
"000539","2016-12-31","22681120022.0000","0.0432"
"000539","2017-12-31","26643792057.0000","0.0385"
"000539","2018-12-31","27408514178.0000","0.0297"
"000539","2019-12-31","29360155150.0000","0.0550"
"000539","2020-12-31","28329065391.0000","0.0754"
"000539","2021-12-31","44167223887.0000","-0.1306"
"000539","2022-12-31","52661088436.0000","-0.1469"
"000540","2000-12-31","214168300.7600","0.6765"
"000540","2001-12-31","204012762.9500","0.0889"
"000540","2002-12-31","175432218.8500","0.0139"
"000540","2003-12-31","207149167.8100","0.0093"
"000540","2004-12-31","311184388.2900","-0.3655"
"000540","2005-12-31","299589975.1000","-0.6998"
"000540","2006-12-31","284713050.7100","0.0593"
"000540","2007-12-31","619499524.9900","0.3277"
"000540","2008-12-31","910593169.3800","0.3071"
"000540","2009-12-31","1635363945.0700","0.4482"
"000540","2010-12-31","3327833798.8400","0.3624"
"000540","2011-12-31","3330444457.5500","0.2443"
"000540","2012-12-31","3554251620.0700","0.1724"
"000540","2013-12-31","7576260479.9800","0.3445"
"000540","2014-12-31","11390908365.3400","0.2839"
"000540","2015-12-31","15386094716.5200","0.2539"
"000540","2016-12-31","19575423669.7500","0.2070"
"000540","2017-12-31","17264304991.0700","0.1237"
"000540","2018-12-31","18184223754.8700","0.0747"
"000540","2019-12-31","21197627042.9600","0.0569"
"000540","2020-12-31","23437014482.4800","0.0335"
"000540","2021-12-31","19649938745.6800","-0.6472"
"000540","2022-12-31","8445830082.9100","-22.1201"
"000541","2000-12-31","687280388.2400","0.1042"
"000541","2001-12-31","823711732.0200","0.0908"
"000541","2002-12-31","957501228.4000","0.1052"
"000541","2003-12-31","1021017077.4400","0.1088"
"000541","2004-12-31","1219922140.3400","0.1043"
"000541","2005-12-31","1213810497.8300","0.0962"
"000541","2006-12-31","1229577781.2600","0.1010"
"000541","2007-12-31","1496072679.5400","0.1586"
"000541","2008-12-31","1718712832.0700","0.0798"
"000541","2009-12-31","1707293238.9600","0.0848"
"000541","2010-12-31","1956068628.7900","0.0983"
"000541","2011-12-31","2260929873.5500","0.1052"
"000541","2012-12-31","2201910731.8900","0.1372"
"000541","2013-12-31","2526679810.5300","0.0852"
"000541","2014-12-31","3068641200.1700","0.0886"
"000541","2015-12-31","2876659100.6300","0.0092"
"000541","2016-12-31","3366454968.6000","0.2133"
"000541","2017-12-31","3800188261.5400","0.1521"
"000541","2018-12-31","3801955946.7600","0.0830"
"000541","2019-12-31","3337576747.6600","0.0656"
"000541","2020-12-31","3744914452.7200","0.0574"
"000541","2021-12-31","4772690469.1400","0.0425"
"000541","2022-12-31","8759965275.9600","0.0472"
"000542","2000-12-31","931805256.5700","0.0721"
"000542","2001-12-31","2769018234.0000","0.3928"
"000542","2002-12-31","8722588789.9900","1.0213"
"000543","2000-12-31","689614102.5500","0.0948"
"000543","2001-12-31","671787795.0300","0.0669"
"000543","2002-12-31","719736256.3700","0.0436"
"000543","2003-12-31","1731556160.9300","0.1188"
"000543","2004-12-31","2227963721.6100","0.0704"
"000543","2005-12-31","2281143483.3000","0.0336"
"000543","2006-12-31","2211870323.6500","0.0339"
"000543","2007-12-31","2634750439.1600","0.0247"
"000543","2008-12-31","2820608482.1100","0.0016"
"000543","2009-12-31","3325779758.5200","0.0228"
"000543","2010-12-31","3784285079.4400","0.0311"
"000543","2011-12-31","5150372698.1800","-0.0178"
"000543","2012-12-31","7644948756.0300","0.0710"
"000543","2013-12-31","12567773855.8400","0.2424"
"000543","2014-12-31","12866266302.5000","0.1452"
"000543","2015-12-31","11297726954.0600","0.1547"
"000543","2016-12-31","10633470914.9900","0.0871"
"000543","2017-12-31","12207433397.7600","0.0055"
"000543","2018-12-31","13416456919.3600","0.0454"
"000543","2019-12-31","16092240913.3400","0.0649"
"000543","2020-12-31","16751999120.9500","0.0707"
"000543","2021-12-31","21032266848.2100","-0.1218"
"000543","2022-12-31","24275609352.7600","0.0108"
"000544","2000-12-31","624982500.4800","-0.0016"
"000544","2001-12-31","513335555.4400","-0.5104"
"000544","2002-12-31","507783325.3500","-1.1288"
"000544","2003-12-31","527856425.6400","0.2377"
"000544","2004-12-31","500175571.6600","0.0711"
"000544","2005-12-31","497144870.2300","0.0176"
"000544","2006-12-31","527274425.1900","0.0078"
"000544","2007-12-31","231766077.8800","0.1476"
"000544","2008-12-31","255900334.0100","0.1541"
"000544","2009-12-31","289669860.9500","0.1211"
"000544","2010-12-31","320385094.0100","0.1338"
"000544","2011-12-31","392886702.1700","0.1294"
"000544","2012-12-31","420148537.0100","0.1396"
"000544","2013-12-31","490370540.7600","0.0739"
"000544","2014-12-31","578277822.7000","0.0778"
"000544","2015-12-31","518276888.3700","0.1090"
"000544","2016-12-31","936775706.5400","0.0954"
"000544","2017-12-31","976302141.0200","0.0597"
"000544","2018-12-31","1027015100.3400","0.0713"
"000544","2019-12-31","1739717527.0400","0.0764"
"000544","2020-12-31","2149746278.7300","0.0778"
"000544","2021-12-31","6140484312.6300","0.0767"
"000544","2022-12-31","6216764745.9000","0.0649"
"000545","2000-12-31","148996882.1000","0.0301"
"000545","2001-12-31","148220099.2900","-0.0685"
"000545","2002-12-31","140262568.8400","0.0225"
"000545","2003-12-31","162070785.3000","0.0490"
"000545","2004-12-31","157264156.5600","0.0820"
"000545","2005-12-31","96543995.8800","-1.2414"
"000545","2006-12-31","81456361.0100","-1.7540"
"000545","2007-12-31","122800858.6200","1.6285"
"000545","2008-12-31","136398118.7700","0.1470"
"000545","2009-12-31","94074172.8800","-0.9526"
"000545","2010-12-31","93543035.5000",""
"000545","2011-12-31","94723587.1100",""
"000545","2012-12-31","98656398.3600",""
"000545","2013-12-31","842142105.9900","0.2671"
"000545","2014-12-31","734943781.4500","0.0351"
"000545","2015-12-31","709872294.8300","0.0774"
"000545","2016-12-31","1046072626.6500","0.0659"
"000545","2017-12-31","1741006337.6600","0.0849"
"000545","2018-12-31","1854621522.4900","0.0503"
"000545","2019-12-31","1884877536.1900","0.0121"
"000545","2020-12-31","1834093431.1300","-0.1289"
"000545","2021-12-31","2620129585.7800","0.0576"
"000545","2022-12-31","2509996539.6400","-0.0770"
"000546","2000-12-31","59903658.9900",""
"000546","2001-12-31","1381736.0000",""
"000546","2002-12-31","120737502.9300","0.1662"
"000546","2003-12-31","126089228.4100","0.1114"
"000546","2004-12-31","61978047.8000","0.0056"
"000546","2005-12-31","105515904.9000","0.0422"
"000546","2006-12-31","118253209.9800","0.0458"
"000546","2007-12-31","125856637.5300","0.0802"
"000546","2008-12-31","5406721.5000","-0.1079"
"000546","2009-12-31","320925310.2400","0.1283"
"000546","2010-12-31","79462723.8900","0.0119"
"000546","2011-12-31","175649705.0000","0.1338"
"000546","2012-12-31","118781049.0600","0.0304"
"000546","2013-12-31","89460309.9600","0.1084"
"000546","2014-12-31","1373469800.2200","0.2558"
"000546","2015-12-31","1865236500.5800","0.1565"
"000546","2016-12-31","2164082353.8300","0.1515"
"000546","2017-12-31","5073360650.3000","0.1297"
"000546","2018-12-31","7974016178.9300","0.1096"
"000546","2019-12-31","8171198004.0400","0.1264"
"000546","2020-12-31","8671488587.6600","0.0948"
"000546","2021-12-31","8739040652.0000","0.0010"
"000546","2022-12-31","5610243846.9900","-0.0794"
"000547","2000-12-31","225282112.9800","0.1016"
"000547","2001-12-31","251172410.1000","0.0624"
"000547","2002-12-31","194952707.5100","0.0193"
"000547","2003-12-31","201857437.8000","0.0261"
"000547","2004-12-31","349839953.5200","0.0327"
"000547","2005-12-31","429154466.5000","-0.0470"
"000547","2006-12-31","363864731.1200","0.0689"
"000547","2007-12-31","437044499.1800","0.0373"
"000547","2008-12-31","405580507.4700","0.0395"
"000547","2009-12-31","383934733.6000","0.0869"
"000547","2010-12-31","447049200.2800","0.0407"
"000547","2011-12-31","408753586.7000","0.0895"
"000547","2012-12-31","423557014.4500","0.0860"
"000547","2013-12-31","536150202.1800","0.0885"
"000547","2014-12-31","855981251.0000","0.1088"
"000547","2015-12-31","1122725544.5700","0.0545"
"000547","2016-12-31","2042099952.9400","0.0513"
"000547","2017-12-31","2349932847.9900","0.0558"
"000547","2018-12-31","3515797455.6800","0.0787"
"000547","2019-12-31","4039258215.8900","0.0937"
"000547","2020-12-31","4436047708.5700","0.0996"
"000547","2021-12-31","4143867010.7900","0.0676"
"000547","2022-12-31","3456203001.0500","0.0060"
"000548","2000-12-31","130955130.4100","0.1083"
"000548","2001-12-31","303099833.8000","0.1055"
"000548","2002-12-31","326617114.3700","0.0413"
"000548","2003-12-31","260241061.0900","0.0605"
"000548","2004-12-31","377013165.1400","0.0329"
"000548","2005-12-31","162826408.6200","-0.2515"
"000548","2006-12-31","184146695.6800","0.1526"
"000548","2007-12-31","467350778.2700","0.1591"
"000548","2008-12-31","219874791.5900","0.0328"
"000548","2009-12-31","221781042.4000","0.0825"
"000548","2010-12-31","333592619.2200","0.0683"
"000548","2011-12-31","270057256.4800","0.0454"
"000548","2012-12-31","231622013.6300","0.0268"
"000548","2013-12-31","221423510.8200","0.0130"
"000548","2014-12-31","205683518.9600","0.0129"
"000548","2015-12-31","182880029.2400","0.0050"
"000548","2016-12-31","211481304.9700","0.0329"
"000548","2017-12-31","970869367.9600","0.0768"
"000548","2018-12-31","298670363.2800","0.0188"
"000548","2019-12-31","287803668.2600","0.0276"
"000548","2020-12-31","436041746.3500","0.0482"
"000548","2021-12-31","428666742.2500","0.0286"
"000548","2022-12-31","415397821.0200","0.0189"
"000549","2000-12-31","1543383794.9400","0.1461"
"000549","2001-12-31","2213446791.9100","0.0708"
"000549","2002-12-31","3926837292.8000","0.1880"
"000549","2003-12-31","10313987005.6500","0.2371"
"000549","2004-12-31","11540417162.4900","0.2166"
"000549","2005-12-31","7487387558.1400","0.0983"
"000549","2006-12-31","11221962387.2500","0.1791"
"000550","2000-12-31","2824839976.3400","0.0361"
"000550","2001-12-31","3379071878.0000","0.0638"
"000550","2002-12-31","4270869007.0000","0.1734"
"000550","2003-12-31","5094897439.0000","0.2287"
"000550","2004-12-31","5770675862.0000","0.1670"
"000550","2005-12-31","6280636246.0000","0.1841"
"000550","2006-12-31","7368551143.0000","0.2040"
"000550","2007-12-31","8455549041.0000","0.2287"
"000550","2008-12-31","8587033608.0000","0.2053"
"000550","2009-12-31","10433205023.0000","0.2375"
"000550","2010-12-31","15767896708.0000","0.3123"
"000550","2011-12-31","17456998864.0000","0.2781"
"000550","2012-12-31","17474707097.0000","0.1972"
"000550","2013-12-31","20889705715.0000","0.1978"
"000550","2014-12-31","25537289610.0000","0.2132"
"000550","2015-12-31","24527892839.0000","0.1968"
"000550","2016-12-31","26633948551.0000","0.1081"
"000550","2017-12-31","31345746762.0000","0.0553"
"000550","2018-12-31","28249339672.0000","0.0080"
"000550","2019-12-31","29173636262.0000","0.0142"
"000550","2020-12-31","33095733665.0000","0.0513"
"000550","2021-12-31","35221306472.0000","0.0588"
"000550","2022-12-31","30100283842.0000","0.0970"
"000551","2000-12-31","339595337.6800","0.0919"
"000551","2001-12-31","629255923.4200","0.1088"
"000551","2002-12-31","820145016.3300","0.0852"
"000551","2003-12-31","860047267.3100","0.0838"
"000551","2004-12-31","1448419015.0100","0.0976"
"000551","2005-12-31","1439583404.3000","0.1065"
"000551","2006-12-31","1449382608.1300","0.2045"
