"Markettype","Trddt","Dretmdeq"
"1","2020-02-26","-0.007080"
"2","2020-02-27","-0.003324"
"32","2020-02-27","-0.001460"
"8","2020-02-27","-0.000624"
"4","2020-02-27","0.002574"
"16","2020-02-27","0.004776"
"1","2020-02-27","0.002831"
"2","2020-02-28","-0.030720"
"32","2020-02-28","-0.053208"
"8","2020-02-28","-0.022010"
"4","2020-02-28","-0.051608"
"16","2020-02-28","-0.062571"
"1","2020-02-28","-0.048554"
"2","2020-03-02","0.025646"
"32","2020-03-02","0.050392"
"8","2020-03-02","0.016604"
"4","2020-03-02","0.041353"
"16","2020-03-02","0.043649"
"1","2020-03-02","0.039645"
"2","2020-03-03","0.005706"
"32","2020-03-03","0.018118"
"8","2020-03-03","0.001893"
"4","2020-03-03","0.011699"
"16","2020-03-03","0.013967"
"1","2020-03-03","0.011942"
"2","2020-03-04","0.004043"
"32","2020-03-04","-0.009087"
"8","2020-03-04","-0.002527"
"4","2020-03-04","0.010969"
"16","2020-03-04","0.007385"
"1","2020-03-04","0.012545"
"2","2020-03-05","0.011826"
"32","2020-03-05","0.005257"
"8","2020-03-05","0.011667"
"4","2020-03-05","0.019794"
"16","2020-03-05","0.014042"
"1","2020-03-05","0.020590"
"2","2020-03-06","0.000533"
"32","2020-03-06","-0.010740"
"8","2020-03-06","-0.003619"
"4","2020-03-06","-0.000790"
"16","2020-03-06","-0.001588"
"1","2020-03-06","-0.001387"
"2","2020-03-09","-0.021343"
"32","2020-03-09","-0.056346"
"8","2020-03-09","-0.012991"
"4","2020-03-09","-0.030994"
"16","2020-03-09","-0.038445"
"1","2020-03-09","-0.029516"
"2","2020-03-10","0.003200"
"32","2020-03-10","0.033352"
"8","2020-03-10","0.004090"
"4","2020-03-10","0.019983"
"16","2020-03-10","0.029563"
"1","2020-03-10","0.017740"
"2","2020-03-11","0.000030"
"32","2020-03-11","-0.021545"
"8","2020-03-11","-0.002546"
"4","2020-03-11","-0.008315"
"16","2020-03-11","-0.011985"
"1","2020-03-11","-0.006147"
"2","2020-03-12","-0.012265"
"32","2020-03-12","-0.020580"
"8","2020-03-12","-0.015998"
"4","2020-03-12","-0.020006"
"16","2020-03-12","-0.014635"
"1","2020-03-12","-0.019045"
"2","2020-03-13","-0.012180"
"32","2020-03-13","-0.009413"
"8","2020-03-13","-0.015013"
"4","2020-03-13","-0.012930"
"16","2020-03-13","-0.009347"
"1","2020-03-13","-0.012046"
"2","2020-03-16","-0.017370"
"32","2020-03-16","-0.048255"
"8","2020-03-16","-0.020968"
"4","2020-03-16","-0.036658"
"16","2020-03-16","-0.047288"
"1","2020-03-16","-0.033837"
"2","2020-03-17","-0.007274"
"32","2020-03-17","0.006563"
"8","2020-03-17","-0.010186"
"4","2020-03-17","-0.004156"
"16","2020-03-17","0.000903"
"1","2020-03-17","-0.003663"
"2","2020-03-18","-0.009140"
"32","2020-03-18","-0.016511"
"8","2020-03-18","-0.009073"
"4","2020-03-18","-0.015812"
"16","2020-03-18","-0.015414"
"1","2020-03-18","-0.015956"
"2","2020-03-19","-0.003341"
"32","2020-03-19","0.013513"
"8","2020-03-19","-0.020398"
"4","2020-03-19","0.006070"
"16","2020-03-19","0.015527"
"1","2020-03-19","0.004066"
"2","2020-03-20","0.009504"
"32","2020-03-20","0.015879"
"8","2020-03-20","0.008072"
"4","2020-03-20","0.015190"
"16","2020-03-20","0.012996"
"1","2020-03-20","0.015178"
"2","2020-03-23","-0.034477"
"32","2020-03-23","-0.071529"
"8","2020-03-23","-0.034564"
"4","2020-03-23","-0.036908"
"16","2020-03-23","-0.041820"
"1","2020-03-23","-0.035209"
"2","2020-03-24","0.009424"
"32","2020-03-24","0.023961"
"8","2020-03-24","0.012827"
"4","2020-03-24","0.018528"
"16","2020-03-24","0.020453"
"1","2020-03-24","0.019249"
"2","2020-03-25","0.017365"
"32","2020-03-25","0.026859"
"8","2020-03-25","0.020841"
"4","2020-03-25","0.024762"
"16","2020-03-25","0.022057"
"1","2020-03-25","0.022649"
"2","2020-03-26","-0.010343"
"32","2020-03-26","-0.005611"
"8","2020-03-26","-0.004750"
"4","2020-03-26","-0.010018"
"16","2020-03-26","-0.011723"
"1","2020-03-26","-0.008723"
"2","2020-03-27","-0.001082"
"32","2020-03-27","-0.011512"
"8","2020-03-27","-0.002899"
"4","2020-03-27","-0.003992"
"16","2020-03-27","-0.008403"
"1","2020-03-27","0.000025"
"2","2020-03-30","-0.021144"
"32","2020-03-30","-0.042791"
"8","2020-03-30","-0.014951"
"4","2020-03-30","-0.021157"
"16","2020-03-30","-0.030226"
"1","2020-03-30","-0.017023"
"2","2020-03-31","0.001123"
"32","2020-03-31","-0.010095"
"8","2020-03-31","0.004864"
"4","2020-03-31","0.000645"
"16","2020-03-31","-0.004692"
"1","2020-03-31","0.002319"
"2","2020-04-01","-0.001420"
"32","2020-04-01","0.001475"
"8","2020-04-01","-0.003996"
"16","2020-04-01","-0.003627"
"4","2020-04-01","-0.006163"
"1","2020-04-01","-0.006727"
"2","2020-04-02","0.003993"
"32","2020-04-02","0.045872"
"8","2020-04-02","0.000157"
"16","2020-04-02","0.030163"
"4","2020-04-02","0.019045"
"1","2020-04-02","0.016904"
"2","2020-04-03","-0.004948"
"32","2020-04-03","-0.013374"
"8","2020-04-03","0.004209"
"16","2020-04-03","-0.006867"
"4","2020-04-03","-0.003381"
"1","2020-04-03","-0.004416"
"2","2020-04-07","0.012838"
"32","2020-04-07","0.031395"
"8","2020-04-07","0.021007"
"16","2020-04-07","0.035490"
"4","2020-04-07","0.031954"
"1","2020-04-07","0.027602"
"2","2020-04-08","0.000896"
"32","2020-04-08","0.001724"
"8","2020-04-08","-0.006427"
"16","2020-04-08","0.006393"
"4","2020-04-08","0.004592"
"1","2020-04-08","0.004476"
"2","2020-04-09","0.000712"
"32","2020-04-09","0.019979"
"8","2020-04-09","0.001702"
"16","2020-04-09","0.012279"
"4","2020-04-09","0.008561"
"1","2020-04-09","0.007148"
"2","2020-04-10","-0.012527"
"32","2020-04-10","-0.030570"
"8","2020-04-10","-0.013374"
"16","2020-04-10","-0.030883"
"4","2020-04-10","-0.021926"
"1","2020-04-10","-0.019267"
"2","2020-04-13","-0.013778"
"32","2020-04-13","-0.017237"
"8","2020-04-13","-0.013151"
"16","2020-04-13","-0.014153"
"4","2020-04-13","-0.006801"
"1","2020-04-13","-0.006374"
"2","2020-04-14","0.010678"
"32","2020-04-14","0.024678"
"8","2020-04-14","0.012753"
"16","2020-04-14","0.021912"
"4","2020-04-14","0.017178"
"1","2020-04-14","0.015956"
"2","2020-04-15","-0.005464"
"32","2020-04-15","0.004269"
"8","2020-04-15","-0.007890"
"16","2020-04-15","-0.005191"
"4","2020-04-15","-0.007262"
"1","2020-04-15","-0.005573"
"2","2020-04-16","-0.006184"
"32","2020-04-16","0.019745"
"8","2020-04-16","-0.005618"
"16","2020-04-16","0.009764"
"4","2020-04-16","0.002463"
"1","2020-04-16","0.002766"
"2","2020-04-17","0.004551"
"32","2020-04-17","0.008112"
"8","2020-04-17","0.002157"
"16","2020-04-17","-0.000588"
"4","2020-04-17","-0.000327"
"1","2020-04-17","-0.000022"
"2","2020-04-20","0.010060"
"32","2020-04-20","0.033936"
"8","2020-04-20","0.003746"
"16","2020-04-20","0.014138"
"4","2020-04-20","0.010026"
"1","2020-04-20","0.010045"
"2","2020-04-21","-0.013140"
"32","2020-04-21","-0.007485"
"8","2020-04-21","-0.009590"
"16","2020-04-21","-0.003790"
"4","2020-04-21","-0.004510"
"1","2020-04-21","-0.004821"
"2","2020-04-22","-0.006495"
"32","2020-04-22","0.019028"
"8","2020-04-22","0.006073"
"16","2020-04-22","0.008803"
"4","2020-04-22","0.010603"
"1","2020-04-22","0.007992"
"2","2020-04-23","0.001609"
"32","2020-04-23","0.010795"
"8","2020-04-23","0.008896"
"16","2020-04-23","-0.008939"
"4","2020-04-23","-0.003250"
"1","2020-04-23","-0.001978"
"2","2020-04-24","-0.011980"
"32","2020-04-24","0.003966"
"8","2020-04-24","-0.005275"
"16","2020-04-24","-0.022226"
"4","2020-04-24","-0.017598"
"1","2020-04-24","-0.016024"
"2","2020-04-27","-0.008376"
"32","2020-04-27","-0.001043"
"8","2020-04-27","-0.001071"
"16","2020-04-27","-0.008985"
"4","2020-04-27","-0.006535"
"1","2020-04-27","-0.005460"
"2","2020-04-28","-0.010307"
"32","2020-04-28","-0.050237"
"8","2020-04-28","-0.004794"
"16","2020-04-28","-0.025498"
"4","2020-04-28","-0.020366"
"1","2020-04-28","-0.017540"
"2","2020-04-29","-0.009220"
"32","2020-04-29","0.014909"
"8","2020-04-29","-0.008980"
"16","2020-04-29","-0.000382"
"4","2020-04-29","-0.003368"
"1","2020-04-29","0.000779"
"2","2020-04-30","0.015803"
"32","2020-04-30","0.059011"
"8","2020-04-30","0.006170"
"16","2020-04-30","0.027685"
"4","2020-04-30","0.018809"
"1","2020-04-30","0.018614"
"2","2020-05-06","-0.002515"
"32","2020-05-06","0.084342"
"8","2020-05-06","-0.003066"
"16","2020-05-06","0.022893"
"4","2020-05-06","0.014917"
"1","2020-05-06","0.013429"
"2","2020-05-07","-0.009070"
"32","2020-05-07","-0.015423"
"8","2020-05-07","-0.004077"
"16","2020-05-07","-0.001485"
"4","2020-05-07","-0.001374"
"1","2020-05-07","-0.001171"
"2","2020-05-08","0.002968"
"32","2020-05-08","0.020786"
"8","2020-05-08","0.001365"
"16","2020-05-08","0.014231"
"4","2020-05-08","0.010158"
"1","2020-05-08","0.009696"
"2","2020-05-11","-0.020939"
"32","2020-05-11","0.025334"
"8","2020-05-11","-0.009487"
"16","2020-05-11","0.000981"
"4","2020-05-11","-0.001178"
"1","2020-05-11","0.000971"
"2","2020-05-12","-0.068692"
"32","2020-05-12","0.004261"
"8","2020-05-12","-0.035797"
"16","2020-05-12","0.002125"
"4","2020-05-12","-0.001117"
"1","2020-05-12","-0.001620"
"2","2020-05-13","-0.032251"
"32","2020-05-13","0.020703"
"8","2020-05-13","-0.021894"
"16","2020-05-13","0.005235"
"4","2020-05-13","0.005769"
"1","2020-05-13","0.004462"
"2","2020-05-14","0.002179"
"32","2020-05-14","-0.005228"
"8","2020-05-14","-0.007587"
"16","2020-05-14","-0.007320"
"4","2020-05-14","-0.008288"
"1","2020-05-14","-0.007593"
"2","2020-05-15","0.004811"
"32","2020-05-15","0.018499"
"8","2020-05-15","0.013433"
"16","2020-05-15","0.002991"
"4","2020-05-15","0.002042"
"1","2020-05-15","0.001474"
"2","2020-05-18","0.043167"
"32","2020-05-18","0.002862"
"8","2020-05-18","0.038189"
"16","2020-05-18","-0.010022"
"4","2020-05-18","-0.004449"
"1","2020-05-18","0.000114"
"2","2020-05-19","0.009177"
"32","2020-05-19","0.038285"
"8","2020-05-19","0.005252"
"16","2020-05-19","0.016027"
"4","2020-05-19","0.009092"
"1","2020-05-19","0.009013"
"2","2020-05-20","-0.014448"
"32","2020-05-20","-0.002744"
"8","2020-05-20","-0.003829"
"16","2020-05-20","-0.010493"
"4","2020-05-20","-0.007424"
"1","2020-05-20","-0.006540"
"2","2020-05-21","-0.005930"
"32","2020-05-21","-0.013409"
"8","2020-05-21","-0.003873"
"16","2020-05-21","-0.011949"
"4","2020-05-21","-0.008415"
"1","2020-05-21","-0.006947"
"2","2020-05-22","-0.017329"
"32","2020-05-22","-0.027404"
"8","2020-05-22","-0.017861"
"16","2020-05-22","-0.017452"
"4","2020-05-22","-0.014682"
"1","2020-05-22","-0.015002"
"2","2020-05-25","0.025070"
"32","2020-05-25","-0.017496"
"8","2020-05-25","0.018247"
"16","2020-05-25","-0.002195"
"4","2020-05-25","-0.001441"
"1","2020-05-25","0.000441"
"2","2020-05-26","0.017480"
"32","2020-05-26","0.054580"
"8","2020-05-26","0.012471"
"16","2020-05-26","0.026520"
"4","2020-05-26","0.019727"
"1","2020-05-26","0.016738"
"32","2020-05-27","-0.008103"
"2","2020-05-27","-0.003260"
"8","2020-05-27","-0.002641"
"16","2020-05-27","-0.006620"
"4","2020-05-27","-0.000688"
"1","2020-05-27","-0.000104"
"2","2020-05-28","-0.006556"
"32","2020-05-28","-0.007027"
"8","2020-05-28","-0.004014"
"4","2020-05-28","-0.003721"
"16","2020-05-28","-0.005279"
"1","2020-05-28","-0.001238"
"2","2020-05-29","-0.022196"
"32","2020-05-29","0.018034"
"8","2020-05-29","-0.010549"
"4","2020-05-29","0.007353"
"16","2020-05-29","0.006632"
"1","2020-05-29","0.007175"
"2","2020-06-01","0.024733"
"32","2020-06-01","0.051405"
"8","2020-06-01","0.013006"
"4","2020-06-01","0.026839"
"16","2020-06-01","0.033828"
"1","2020-06-01","0.023770"
"2","2020-06-02","0.010161"
"32","2020-06-02","0.025690"
"8","2020-06-02","0.007081"
"4","2020-06-02","0.006435"
"16","2020-06-02","0.006956"
"1","2020-06-02","0.004482"
"2","2020-06-03","-0.019714"
"32","2020-06-03","0.001871"
"8","2020-06-03","-0.002643"
"4","2020-06-03","0.001641"
"16","2020-06-03","0.001192"
"1","2020-06-03","0.000283"
"2","2020-06-04","0.002858"
"32","2020-06-04","0.017727"
"8","2020-06-04","0.014574"
"4","2020-06-04","0.003704"
"16","2020-06-04","0.003668"
"1","2020-06-04","0.003380"
"2","2020-06-05","0.011346"
"32","2020-06-05","0.001132"
"8","2020-06-05","0.000064"
"4","2020-06-05","-0.002555"
"16","2020-06-05","0.003869"
"1","2020-06-05","-0.000027"
"2","2020-06-08","0.002109"
"32","2020-06-08","0.006368"
"8","2020-06-08","-0.002523"
"4","2020-06-08","-0.001109"
"16","2020-06-08","-0.002230"
"1","2020-06-08","-0.000777"
"2","2020-06-09","0.001733"
"32","2020-06-09","0.007703"
"8","2020-06-09","-0.001370"
"4","2020-06-09","0.004123"
"16","2020-06-09","0.006041"
"1","2020-06-09","0.005306"
"2","2020-06-10","-0.002603"
"32","2020-06-10","0.005579"
"8","2020-06-10","-0.004684"
"4","2020-06-10","-0.002034"
"16","2020-06-10","-0.002498"
"1","2020-06-10","-0.002378"
"2","2020-06-11","-0.004220"
"32","2020-06-11","-0.001532"
"8","2020-06-11","-0.007224"
"4","2020-06-11","-0.004487"
"16","2020-06-11","0.000242"
"1","2020-06-11","-0.004685"
"2","2020-06-12","0.002275"
"32","2020-06-12","0.026864"
"8","2020-06-12","-0.002730"
"4","2020-06-12","0.000543"
"16","2020-06-12","0.003456"
"1","2020-06-12","-0.000801"
"2","2020-06-15","-0.001833"
"32","2020-06-15","-0.006044"
"8","2020-06-15","-0.003830"
"4","2020-06-15","-0.001382"
"16","2020-06-15","0.001583"
"1","2020-06-15","-0.003817"
"2","2020-06-16","0.012554"
"32","2020-06-16","0.045138"
"8","2020-06-16","0.003320"
"4","2020-06-16","0.014979"
"16","2020-06-16","0.020721"
"1","2020-06-16","0.014826"
"2","2020-06-17","0.008196"
"32","2020-06-17","0.007992"
"8","2020-06-17","-0.002885"
"4","2020-06-17","0.004279"
"16","2020-06-17","0.004872"
"1","2020-06-17","0.004207"
"2","2020-06-18","-0.002293"
"32","2020-06-18","-0.007387"
"8","2020-06-18","0.001546"
"4","2020-06-18","-0.001295"
"16","2020-06-18","-0.003690"
"1","2020-06-18","0.001021"
"2","2020-06-19","0.009479"
"32","2020-06-19","0.032618"
"8","2020-06-19","0.004341"
"4","2020-06-19","0.003164"
"16","2020-06-19","0.004836"
"1","2020-06-19","0.005084"
"2","2020-06-22","-0.006046"
"32","2020-06-22","0.059324"
"8","2020-06-22","0.000115"
"4","2020-06-22","0.000550"
"16","2020-06-22","0.005993"
"1","2020-06-22","-0.000687"
"2","2020-06-23","-0.000555"
"32","2020-06-23","0.037291"
"8","2020-06-23","0.003992"
"4","2020-06-23","-0.003212"
"16","2020-06-23","-0.000613"
"1","2020-06-23","-0.000113"
"2","2020-06-24","0.002303"
"8","2020-06-24","-0.001595"
"32","2020-06-24","0.005967"
"4","2020-06-24","-0.003127"
"16","2020-06-24","-0.000991"
"1","2020-06-24","-0.003465"
"2","2020-06-29","-0.009451"
"8","2020-06-29","-0.008050"
"32","2020-06-29","-0.004786"
"4","2020-06-29","-0.004842"
"16","2020-06-29","-0.006045"
"1","2020-06-29","-0.005602"
"2","2020-06-30","0.009994"
"8","2020-06-30","0.005157"
"32","2020-06-30","0.037049"
"4","2020-06-30","0.013648"
"16","2020-06-30","0.020444"
"1","2020-06-30","0.013013"
"2","2020-07-01","0.002082"
"8","2020-07-01","0.002193"
"32","2020-07-01","0.015548"
"4","2020-07-01","0.006730"
"16","2020-07-01","0.000312"
"1","2020-07-01","0.006830"
"2","2020-07-02","0.020099"
"8","2020-07-02","0.008995"
"32","2020-07-02","0.004832"
"4","2020-07-02","0.013260"
"16","2020-07-02","0.012988"
"1","2020-07-02","0.015596"
"2","2020-07-03","0.027433"
"8","2020-07-03","0.012834"
"32","2020-07-03","0.009218"
"4","2020-07-03","0.011578"
"16","2020-07-03","0.011645"
"1","2020-07-03","0.012902"
"2","2020-07-06","0.074302"
"8","2020-07-06","0.044852"
"32","2020-07-06","0.055947"
"4","2020-07-06","0.038373"
"16","2020-07-06","0.036476"
"1","2020-07-06","0.039633"
"2","2020-07-07","0.010855"
"8","2020-07-07","0.002519"
"32","2020-07-07","0.077979"
"4","2020-07-07","0.008156"
"16","2020-07-07","0.017441"
"1","2020-07-07","0.005575"
"2","2020-07-08","0.026089"
"8","2020-07-08","0.008013"
"32","2020-07-08","0.063387"
"4","2020-07-08","0.020087"
"16","2020-07-08","0.023778"
"1","2020-07-08","0.020718"
"2","2020-07-09","0.023814"
"8","2020-07-09","0.009458"
"32","2020-07-09","0.120362"
"4","2020-07-09","0.025498"
"16","2020-07-09","0.031240"
"1","2020-07-09","0.023242"
"2","2020-07-10","-0.010609"
"8","2020-07-10","-0.002415"
"32","2020-07-10","0.033821"
"4","2020-07-10","-0.005568"
"16","2020-07-10","-0.002887"
"1","2020-07-10","-0.008823"
"2","2020-07-13","0.013140"
"8","2020-07-13","0.025416"
"32","2020-07-13","0.045036"
"4","2020-07-13","0.034582"
"16","2020-07-13","0.036529"
"1","2020-07-13","0.028335"
"2","2020-07-14","-0.016848"
"8","2020-07-14","-0.014281"
"32","2020-07-14","0.018032"
"4","2020-07-14","-0.003116"
"16","2020-07-14","-0.007358"
"1","2020-07-14","-0.004674"
"2","2020-07-15","-0.021159"
"8","2020-07-15","-0.023504"
"32","2020-07-15","-0.029125"
"4","2020-07-15","-0.025772"
"16","2020-07-15","-0.028645"
"1","2020-07-15","-0.019950"
"2","2020-07-16","-0.036884"
"8","2020-07-16","-0.018899"
"32","2020-07-16","-0.050631"
"4","2020-07-16","-0.042177"
"16","2020-07-16","-0.047716"
"1","2020-07-16","-0.042351"
"2","2020-07-17","0.010446"
"8","2020-07-17","0.009627"
"32","2020-07-17","0.021384"
"4","2020-07-17","0.001334"
"16","2020-07-17","0.003094"
"1","2020-07-17","0.000600"
"2","2020-07-20","0.026421"
"8","2020-07-20","0.018757"
"32","2020-07-20","0.035876"
"4","2020-07-20","0.035987"
"16","2020-07-20","0.032576"
"1","2020-07-20","0.035454"
"2","2020-07-21","-0.001266"
"8","2020-07-21","-0.001491"
"32","2020-07-21","0.025993"
"4","2020-07-21","0.004001"
"16","2020-07-21","0.006918"
"1","2020-07-21","0.003841"
"2","2020-07-22","0.009858"
"8","2020-07-22","0.001412"
"32","2020-07-22","0.090130"
"4","2020-07-22","0.004125"
"16","2020-07-22","0.008087"
"1","2020-07-22","0.004406"
"2","2020-07-23","-0.004885"
"8","2020-07-23","-0.007900"
"32","2020-07-23","-0.001749"
"4","2020-07-23","-0.003788"
"16","2020-07-23","-0.000650"
"1","2020-07-23","-0.002500"
"2","2020-07-24","-0.022152"
"8","2020-07-24","-0.022219"
"32","2020-07-24","-0.072358"
"4","2020-07-24","-0.038949"
"16","2020-07-24","-0.042205"
"1","2020-07-24","-0.037779"
"2","2020-07-27","-0.005516"
"8","2020-07-27","0.000276"
"32","2020-07-27","-0.011393"
"4","2020-07-27","0.000597"
"16","2020-07-27","0.000941"
"1","2020-07-27","0.001513"
"64","2020-07-27","-0.043707"
"2","2020-07-28","0.007021"
"8","2020-07-28","0.007564"
"32","2020-07-28","0.017117"
"4","2020-07-28","0.012543"
"16","2020-07-28","0.013518"
"1","2020-07-28","0.009917"
"64","2020-07-28","0.034187"
"2","2020-07-29","0.016920"
"8","2020-07-29","0.017588"
"32","2020-07-29","0.088896"
"4","2020-07-29","0.022612"
"16","2020-07-29","0.029883"
"1","2020-07-29","0.020707"
"64","2020-07-29","0.100500"
"2","2020-07-30","0.001133"
"8","2020-07-30","0.000068"
"32","2020-07-30","0.003704"
"4","2020-07-30","0.000446"
"16","2020-07-30","-0.002914"
"1","2020-07-30","0.001480"
"64","2020-07-30","0.006484"
"2","2020-07-31","0.006960"
"8","2020-07-31","0.005803"
"32","2020-07-31","0.052778"
"4","2020-07-31","0.012405"
"16","2020-07-31","0.017196"
"1","2020-07-31","0.009695"
"64","2020-07-31","0.020759"
"2","2020-08-03","0.024900"
"8","2020-08-03","0.012272"
"32","2020-08-03","0.050082"
"4","2020-08-03","0.030390"
"16","2020-08-03","0.033210"
"1","2020-08-03","0.025862"
"64","2020-08-03","0.035382"
"2","2020-08-04","-0.003535"
"8","2020-08-04","-0.003210"
"32","2020-08-04","-0.018018"
"4","2020-08-04","-0.002909"
"16","2020-08-04","-0.006895"
"1","2020-08-04","-0.002492"
"64","2020-08-04","-0.026045"
"2","2020-08-05","0.001771"
"8","2020-08-05","-0.001136"
"32","2020-08-05","0.012240"
"4","2020-08-05","0.010336"
"16","2020-08-05","0.012684"
"1","2020-08-05","0.009884"
"64","2020-08-05","-0.011373"
"2","2020-08-06","-0.001907"
"8","2020-08-06","-0.003298"
"32","2020-08-06","0.004536"
"4","2020-08-06","-0.002045"
"16","2020-08-06","-0.002089"
"1","2020-08-06","0.001703"
"64","2020-08-06","-0.028003"
"2","2020-08-07","-0.005455"
"8","2020-08-07","-0.007102"
"32","2020-08-07","-0.013705"
"4","2020-08-07","-0.010605"
"16","2020-08-07","-0.017743"
"1","2020-08-07","-0.008992"
"64","2020-08-07","-0.023576"
"2","2020-08-10","0.002907"
"8","2020-08-10","0.000176"
"32","2020-08-10","0.027653"
"4","2020-08-10","0.008454"
"16","2020-08-10","0.006549"
"1","2020-08-10","0.009267"
"64","2020-08-10","0.008199"
"2","2020-08-11","-0.016769"
"8","2020-08-11","-0.006668"
"32","2020-08-11","-0.016771"
"4","2020-08-11","-0.017367"
"16","2020-08-11","-0.021388"
"1","2020-08-11","-0.016920"
"64","2020-08-11","-0.010815"
"2","2020-08-12","-0.001994"
"8","2020-08-12","-0.002363"
"32","2020-08-12","0.006358"
"4","2020-08-12","-0.004909"
"16","2020-08-12","-0.009226"
"1","2020-08-12","-0.006056"
"64","2020-08-12","-0.011889"
"2","2020-08-13","0.003168"
"8","2020-08-13","0.003910"
"32","2020-08-13","0.009990"
"4","2020-08-13","0.007127"
"16","2020-08-13","0.003840"
"1","2020-08-13","0.006602"
"64","2020-08-13","0.001670"
"2","2020-08-14","0.009674"
"8","2020-08-14","0.004605"
"32","2020-08-14","0.010541"
"4","2020-08-14","0.005821"
"1","2020-08-14","0.007472"
"16","2020-08-14","0.010125"
"64","2020-08-14","-0.001934"
"2","2020-08-17","0.020035"
"8","2020-08-17","0.009429"
"32","2020-08-17","0.065259"
"4","2020-08-17","0.018220"
"1","2020-08-17","0.020227"
"16","2020-08-17","0.020268"
"64","2020-08-17","-0.002834"
"2","2020-08-18","-0.001074"
"8","2020-08-18","0.001483"
"32","2020-08-18","0.030268"
"4","2020-08-18","0.008326"
"1","2020-08-18","0.009197"
"16","2020-08-18","0.006498"
"64","2020-08-18","-0.010821"
"2","2020-08-19","-0.002382"
"8","2020-08-19","-0.004300"
"32","2020-08-19","-0.021683"
"4","2020-08-19","-0.013270"
"1","2020-08-19","-0.008865"
"16","2020-08-19","-0.023645"
"64","2020-08-19","-0.014369"
"2","2020-08-20","-0.006920"
"8","2020-08-20","-0.007229"
"32","2020-08-20","-0.009057"
"4","2020-08-20","-0.011062"
"1","2020-08-20","-0.010794"
"16","2020-08-20","-0.009469"
"64","2020-08-20","-0.009210"
"2","2020-08-21","0.010573"
"8","2020-08-21","0.006906"
"32","2020-08-21","0.001015"
"4","2020-08-21","0.005697"
"1","2020-08-21","0.006031"
"16","2020-08-21","0.011932"
"64","2020-08-21","-0.004436"
"2","2020-08-24","0.015468"
"8","2020-08-24","0.004380"
"32","2020-08-24","-0.006753"
"4","2020-08-24","0.003838"
"1","2020-08-24","0.001927"
"16","2020-08-24","0.064305"
"64","2020-08-24","-0.004530"
"2","2020-08-25","-0.000385"
"8","2020-08-25","-0.005248"
"32","2020-08-25","-0.005775"
"4","2020-08-25","-0.007571"
"1","2020-08-25","-0.005786"
"16","2020-08-25","0.028212"
"64","2020-08-25","0.000663"
"2","2020-08-26","-0.015759"
"8","2020-08-26","-0.010340"
"32","2020-08-26","-0.022362"
"4","2020-08-26","-0.021157"
"1","2020-08-26","-0.017706"
"16","2020-08-26","-0.022351"
"64","2020-08-26","0.024712"
"2","2020-08-27","0.006422"
"8","2020-08-27","0.004236"
"32","2020-08-27","0.014314"
"4","2020-08-27","0.007200"
"1","2020-08-27","0.007281"
"16","2020-08-27","0.026534"
"64","2020-08-27","0.003119"
"2","2020-08-28","0.003283"
"8","2020-08-28","0.003844"
"32","2020-08-28","0.028155"
"4","2020-08-28","0.010342"
"1","2020-08-28","0.010288"
"16","2020-08-28","0.005635"
"64","2020-08-28","0.010074"
"2","2020-08-31","0.003338"
"8","2020-08-31","0.002716"
"32","2020-08-31","0.009297"
"4","2020-08-31","0.001147"
"1","2020-08-31","0.002449"
"16","2020-08-31","-0.000769"
"64","2020-08-31","-0.001631"
"2","2020-09-01","0.003192"
"8","2020-09-01","-0.000651"
"32","2020-09-01","0.001768"
"4","2020-09-01","0.003318"
"1","2020-09-01","0.003505"
"16","2020-09-01","0.035364"
"64","2020-09-01","-0.004821"
"2","2020-09-02","0.009110"
"8","2020-09-02","0.002900"
"32","2020-09-02","0.002136"
"4","2020-09-02","0.000775"
"1","2020-09-02","-0.000760"
"16","2020-09-02","0.027914"
"64","2020-09-02","-0.009766"
"2","2020-09-03","-0.001607"
"8","2020-09-03","-0.003664"
"32","2020-09-03","0.003673"
"4","2020-09-03","-0.008561"
"1","2020-09-03","-0.006863"
"16","2020-09-03","-0.012271"
"64","2020-09-03","-0.003340"
"2","2020-09-04","0.001384"
"8","2020-09-04","-0.006280"
"32","2020-09-04","0.013355"
"4","2020-09-04","-0.000700"
"1","2020-09-04","-0.003360"
"16","2020-09-04","0.016204"
"64","2020-09-04","0.000963"
"2","2020-09-07","0.007926"
"8","2020-09-07","-0.000873"
"32","2020-09-07","-0.033098"
"4","2020-09-07","-0.014069"
"1","2020-09-07","-0.014466"
"16","2020-09-07","0.005591"
"64","2020-09-07","-0.013197"
"2","2020-09-08","0.000333"
"8","2020-09-08","0.003619"
"32","2020-09-08","-0.005956"
"4","2020-09-08","0.008072"
"1","2020-09-08","0.005669"
"16","2020-09-08","0.023680"
"64","2020-09-08","-0.004723"
"2","2020-09-09","-0.011527"
"8","2020-09-09","0.003982"
"32","2020-09-09","-0.035151"
"4","2020-09-09","-0.020874"
"1","2020-09-09","-0.018762"
"16","2020-09-09","-0.044478"
"64","2020-09-09","-0.023723"
"2","2020-09-10","-0.020806"
"8","2020-09-10","-0.003984"
"32","2020-09-10","-0.026175"
"4","2020-09-10","-0.027942"
"1","2020-09-10","-0.023405"
"16","2020-09-10","-0.071778"
"64","2020-09-10","-0.019806"
"2","2020-09-11","0.010736"
"8","2020-09-11","0.008552"
"32","2020-09-11","0.031245"
"4","2020-09-11","0.012086"
