"Markettype","Trddt","Dretmdeq"
"8","2018-01-11","0.001408"
"1","2018-01-11","0.004765"
"16","2018-01-11","0.014187"
"4","2018-01-11","0.006215"
"2","2018-01-12","-0.001840"
"8","2018-01-12","-0.003093"
"1","2018-01-12","-0.002476"
"16","2018-01-12","-0.009041"
"4","2018-01-12","-0.004006"
"2","2018-01-15","-0.014039"
"8","2018-01-15","-0.014594"
"1","2018-01-15","-0.023902"
"16","2018-01-15","-0.031476"
"4","2018-01-15","-0.025012"
"2","2018-01-16","0.005870"
"8","2018-01-16","0.009169"
"1","2018-01-16","0.011819"
"16","2018-01-16","0.006735"
"4","2018-01-16","0.006497"
"2","2018-01-17","-0.001889"
"8","2018-01-17","-0.001691"
"1","2018-01-17","0.001296"
"16","2018-01-17","0.009500"
"4","2018-01-17","-0.001830"
"2","2018-01-18","0.005666"
"8","2018-01-18","0.002870"
"1","2018-01-18","0.003447"
"16","2018-01-18","-0.000788"
"4","2018-01-18","0.002499"
"2","2018-01-19","0.001666"
"8","2018-01-19","-0.002801"
"1","2018-01-19","-0.001557"
"16","2018-01-19","0.000160"
"4","2018-01-19","-0.001994"
"2","2018-01-22","-0.005932"
"8","2018-01-22","0.002353"
"1","2018-01-22","0.004144"
"16","2018-01-22","0.008286"
"4","2018-01-22","0.005606"
"2","2018-01-23","-0.013657"
"8","2018-01-23","-0.004125"
"1","2018-01-23","0.003398"
"16","2018-01-23","0.000479"
"4","2018-01-23","0.002597"
"2","2018-01-24","0.007213"
"8","2018-01-24","-0.001670"
"1","2018-01-24","0.005206"
"16","2018-01-24","0.018084"
"4","2018-01-24","0.004417"
"2","2018-01-25","-0.001448"
"8","2018-01-25","0.001272"
"1","2018-01-25","-0.000851"
"16","2018-01-25","-0.003857"
"4","2018-01-25","-0.001148"
"2","2018-01-26","0.001164"
"8","2018-01-26","0.001771"
"1","2018-01-26","-0.001817"
"16","2018-01-26","-0.005188"
"4","2018-01-26","-0.003185"
"2","2018-01-29","-0.009439"
"8","2018-01-29","-0.007720"
"1","2018-01-29","-0.009978"
"16","2018-01-29","-0.014708"
"4","2018-01-29","-0.012880"
"2","2018-01-30","-0.000066"
"8","2018-01-30","-0.004278"
"1","2018-01-30","-0.001812"
"16","2018-01-30","-0.003934"
"4","2018-01-30","-0.000879"
"2","2018-01-31","-0.012800"
"8","2018-01-31","-0.009571"
"1","2018-01-31","-0.020307"
"16","2018-01-31","-0.039404"
"4","2018-01-31","-0.025656"
"2","2018-02-01","-0.033694"
"8","2018-02-01","-0.016230"
"1","2018-02-01","-0.040825"
"16","2018-02-01","-0.039551"
"4","2018-02-01","-0.045235"
"2","2018-02-02","0.001805"
"8","2018-02-02","0.004579"
"1","2018-02-02","-0.006368"
"16","2018-02-02","-0.012449"
"4","2018-02-02","-0.007804"
"2","2018-02-05","-0.005156"
"8","2018-02-05","-0.002788"
"1","2018-02-05","-0.004669"
"16","2018-02-05","-0.016094"
"4","2018-02-05","-0.006582"
"2","2018-02-06","-0.038134"
"8","2018-02-06","-0.032506"
"1","2018-02-06","-0.056137"
"16","2018-02-06","-0.065735"
"4","2018-02-06","-0.056114"
"2","2018-02-07","-0.003360"
"8","2018-02-07","0.000285"
"1","2018-02-07","0.002725"
"16","2018-02-07","0.015223"
"4","2018-02-07","0.003099"
"2","2018-02-08","0.003237"
"8","2018-02-08","0.003468"
"1","2018-02-08","0.010906"
"16","2018-02-08","0.021890"
"4","2018-02-08","0.013110"
"2","2018-02-09","-0.032134"
"8","2018-02-09","-0.030712"
"1","2018-02-09","-0.037656"
"16","2018-02-09","-0.026362"
"4","2018-02-09","-0.034267"
"2","2018-02-12","0.016947"
"8","2018-02-12","0.016683"
"1","2018-02-12","0.025130"
"16","2018-02-12","0.033760"
"4","2018-02-12","0.026381"
"2","2018-02-13","0.004640"
"8","2018-02-13","0.008259"
"1","2018-02-13","0.002574"
"16","2018-02-13","-0.006048"
"4","2018-02-13","0.002620"
"2","2018-02-14","0.003214"
"8","2018-02-14","0.007451"
"1","2018-02-14","0.003177"
"16","2018-02-14","-0.002819"
"4","2018-02-14","0.003724"
"2","2018-02-22","0.010195"
"8","2018-02-22","0.009549"
"16","2018-02-22","0.019289"
"1","2018-02-22","0.019575"
"4","2018-02-22","0.017890"
"2","2018-02-23","0.003955"
"8","2018-02-23","-0.004687"
"16","2018-02-23","0.003198"
"1","2018-02-23","0.006788"
"4","2018-02-23","0.004088"
"2","2018-02-26","0.009871"
"8","2018-02-26","0.007961"
"16","2018-02-26","0.034774"
"1","2018-02-26","0.022803"
"4","2018-02-26","0.023239"
"2","2018-02-27","-0.004502"
"8","2018-02-27","-0.001363"
"16","2018-02-27","0.012336"
"1","2018-02-27","0.000649"
"4","2018-02-27","0.001127"
"2","2018-02-28","0.000162"
"8","2018-02-28","-0.003503"
"16","2018-02-28","0.001685"
"1","2018-02-28","0.000772"
"4","2018-02-28","0.002932"
"2","2018-03-01","0.007145"
"8","2018-03-01","0.004040"
"16","2018-03-01","0.025304"
"1","2018-03-01","0.012344"
"4","2018-03-01","0.014546"
"2","2018-03-02","-0.000764"
"8","2018-03-02","0.002221"
"16","2018-03-02","-0.008757"
"1","2018-03-02","-0.004111"
"4","2018-03-02","-0.003338"
"2","2018-03-05","-0.005617"
"8","2018-03-05","-0.007885"
"16","2018-03-05","0.016125"
"1","2018-03-05","0.005175"
"4","2018-03-05","0.005806"
"2","2018-03-06","0.005703"
"8","2018-03-06","0.010614"
"16","2018-03-06","0.007934"
"1","2018-03-06","0.013499"
"4","2018-03-06","0.013142"
"2","2018-03-07","-0.001432"
"8","2018-03-07","0.005387"
"16","2018-03-07","-0.004115"
"1","2018-03-07","-0.005738"
"4","2018-03-07","-0.005719"
"2","2018-03-08","0.003184"
"8","2018-03-08","0.006110"
"16","2018-03-08","0.015790"
"1","2018-03-08","0.009187"
"4","2018-03-08","0.009907"
"2","2018-03-09","0.010647"
"8","2018-03-09","0.001606"
"16","2018-03-09","0.031643"
"1","2018-03-09","0.012417"
"4","2018-03-09","0.015084"
"2","2018-03-12","0.022784"
"8","2018-03-12","0.013951"
"16","2018-03-12","0.020133"
"1","2018-03-12","0.013765"
"4","2018-03-12","0.015578"
"2","2018-03-13","-0.003882"
"8","2018-03-13","-0.002182"
"16","2018-03-13","-0.007457"
"1","2018-03-13","-0.006363"
"4","2018-03-13","-0.003596"
"2","2018-03-14","-0.003217"
"8","2018-03-14","-0.005726"
"16","2018-03-14","-0.015764"
"1","2018-03-14","-0.008748"
"4","2018-03-14","-0.009565"
"2","2018-03-15","-0.001932"
"8","2018-03-15","-0.000240"
"16","2018-03-15","-0.013088"
"1","2018-03-15","-0.009163"
"4","2018-03-15","-0.006619"
"2","2018-03-16","-0.005260"
"8","2018-03-16","-0.006098"
"16","2018-03-16","-0.002505"
"1","2018-03-16","0.000015"
"4","2018-03-16","0.000810"
"2","2018-03-19","-0.002608"
"8","2018-03-19","-0.001546"
"16","2018-03-19","0.015594"
"1","2018-03-19","0.003311"
"4","2018-03-19","0.001574"
"2","2018-03-20","-0.000419"
"8","2018-03-20","-0.005650"
"16","2018-03-20","0.009076"
"1","2018-03-20","0.003496"
"4","2018-03-20","0.002716"
"2","2018-03-21","-0.000488"
"8","2018-03-21","-0.001739"
"16","2018-03-21","-0.012522"
"1","2018-03-21","-0.001999"
"4","2018-03-21","-0.004748"
"2","2018-03-22","0.005014"
"8","2018-03-22","-0.000510"
"16","2018-03-22","0.004912"
"1","2018-03-22","0.002225"
"4","2018-03-22","0.001318"
"2","2018-03-23","-0.029294"
"8","2018-03-23","-0.030248"
"16","2018-03-23","-0.066976"
"1","2018-03-23","-0.053542"
"4","2018-03-23","-0.056491"
"2","2018-03-26","0.002591"
"8","2018-03-26","0.001191"
"16","2018-03-26","0.030090"
"1","2018-03-26","0.011128"
"4","2018-03-26","0.012623"
"2","2018-03-27","0.015089"
"8","2018-03-27","0.010169"
"16","2018-03-27","0.039576"
"1","2018-03-27","0.023574"
"4","2018-03-27","0.025965"
"2","2018-03-28","-0.006031"
"8","2018-03-28","-0.004800"
"16","2018-03-28","0.007259"
"1","2018-03-28","-0.008646"
"4","2018-03-28","-0.007230"
"2","2018-03-29","0.006602"
"8","2018-03-29","0.007960"
"16","2018-03-29","0.006216"
"1","2018-03-29","0.013272"
"4","2018-03-29","0.010616"
"2","2018-03-30","0.006972"
"8","2018-03-30","0.009318"
"16","2018-03-30","0.031849"
"1","2018-03-30","0.011171"
"4","2018-03-30","0.013360"
"2","2018-04-02","-0.000800"
"8","2018-04-02","0.002586"
"16","2018-04-02","0.009275"
"1","2018-04-02","0.003768"
"4","2018-04-02","0.004127"
"2","2018-04-03","-0.002943"
"8","2018-04-03","-0.004264"
"16","2018-04-03","-0.006755"
"1","2018-04-03","-0.008414"
"4","2018-04-03","-0.007878"
"2","2018-04-04","0.000055"
"8","2018-04-04","0.004125"
"16","2018-04-04","-0.008474"
"1","2018-04-04","-0.002059"
"4","2018-04-04","-0.004082"
"2","2018-04-09","-0.004081"
"8","2018-04-09","-0.003684"
"16","2018-04-09","0.009101"
"1","2018-04-09","0.003696"
"4","2018-04-09","0.002142"
"2","2018-04-10","-0.000716"
"8","2018-04-10","-0.003449"
"16","2018-04-10","-0.008334"
"1","2018-04-10","0.007279"
"4","2018-04-10","0.002879"
"2","2018-04-11","0.003723"
"8","2018-04-11","0.001835"
"16","2018-04-11","0.011027"
"1","2018-04-11","0.008565"
"4","2018-04-11","0.006519"
"2","2018-04-12","-0.003068"
"8","2018-04-12","-0.005757"
"16","2018-04-12","-0.003737"
"1","2018-04-12","-0.004713"
"4","2018-04-12","-0.006386"
"2","2018-04-13","-0.001242"
"8","2018-04-13","-0.001165"
"16","2018-04-13","-0.000485"
"1","2018-04-13","-0.004419"
"4","2018-04-13","-0.003047"
"2","2018-04-16","-0.007796"
"8","2018-04-16","-0.008998"
"16","2018-04-16","-0.000413"
"1","2018-04-16","-0.010906"
"4","2018-04-16","-0.007111"
"2","2018-04-17","-0.008334"
"8","2018-04-17","-0.010969"
"16","2018-04-17","-0.033782"
"1","2018-04-17","-0.019645"
"4","2018-04-17","-0.021344"
"2","2018-04-18","0.001206"
"8","2018-04-18","-0.007320"
"16","2018-04-18","0.023927"
"1","2018-04-18","0.008043"
"4","2018-04-18","0.009626"
"2","2018-04-19","0.005334"
"8","2018-04-19","0.000761"
"16","2018-04-19","-0.001212"
"1","2018-04-19","0.004653"
"4","2018-04-19","0.004019"
"2","2018-04-20","-0.011413"
"8","2018-04-20","-0.019027"
"16","2018-04-20","-0.031064"
"1","2018-04-20","-0.023113"
"4","2018-04-20","-0.024050"
"2","2018-04-23","-0.007933"
"8","2018-04-23","-0.006729"
"16","2018-04-23","-0.009041"
"1","2018-04-23","-0.005417"
"4","2018-04-23","-0.007454"
"2","2018-04-24","0.014747"
"8","2018-04-24","0.009221"
"16","2018-04-24","0.034729"
"1","2018-04-24","0.022886"
"4","2018-04-24","0.021100"
"2","2018-04-25","-0.001932"
"8","2018-04-25","-0.007759"
"16","2018-04-25","0.012310"
"1","2018-04-25","0.002936"
"4","2018-04-25","0.003587"
"2","2018-04-26","-0.009861"
"8","2018-04-26","-0.011632"
"16","2018-04-26","-0.023561"
"1","2018-04-26","-0.019423"
"4","2018-04-26","-0.021379"
"2","2018-04-27","0.002199"
"8","2018-04-27","-0.000339"
"16","2018-04-27","0.002158"
"1","2018-04-27","0.000386"
"4","2018-04-27","0.002349"
"2","2018-05-02","-0.010262"
"8","2018-05-02","-0.004988"
"16","2018-05-02","-0.011320"
"1","2018-05-02","-0.003499"
"4","2018-05-02","-0.004357"
"8","2018-05-03","-0.001910"
"2","2018-05-03","0.004741"
"16","2018-05-03","0.017769"
"1","2018-05-03","0.009968"
"4","2018-05-03","0.009891"
"2","2018-05-04","-0.001638"
"8","2018-05-04","-0.000816"
"16","2018-05-04","-0.004606"
"1","2018-05-04","-0.000833"
"4","2018-05-04","-0.001346"
"2","2018-05-07","0.008121"
"8","2018-05-07","0.010975"
"16","2018-05-07","0.025673"
"1","2018-05-07","0.017801"
"4","2018-05-07","0.017464"
"2","2018-05-08","0.006883"
"8","2018-05-08","0.007329"
"16","2018-05-08","0.007929"
"1","2018-05-08","0.008042"
"4","2018-05-08","0.009255"
"2","2018-05-09","-0.003628"
"8","2018-05-09","-0.003323"
"16","2018-05-09","0.005269"
"1","2018-05-09","0.001168"
"4","2018-05-09","0.000390"
"2","2018-05-10","0.001923"
"8","2018-05-10","0.006624"
"16","2018-05-10","0.007397"
"1","2018-05-10","0.005672"
"4","2018-05-10","0.006520"
"2","2018-05-11","-0.003375"
"8","2018-05-11","-0.001675"
"16","2018-05-11","-0.020427"
"1","2018-05-11","-0.009346"
"4","2018-05-11","-0.010244"
"2","2018-05-14","-0.003623"
"8","2018-05-14","-0.002764"
"16","2018-05-14","-0.011015"
"1","2018-05-14","-0.003963"
"4","2018-05-14","-0.006957"
"2","2018-05-15","0.002466"
"8","2018-05-15","0.004833"
"16","2018-05-15","0.018050"
"1","2018-05-15","0.011654"
"4","2018-05-15","0.009862"
"2","2018-05-16","-0.002218"
"8","2018-05-16","0.000037"
"16","2018-05-16","-0.007987"
"1","2018-05-16","-0.003804"
"4","2018-05-16","-0.003382"
"2","2018-05-17","-0.003776"
"8","2018-05-17","-0.001840"
"16","2018-05-17","-0.000241"
"1","2018-05-17","-0.001334"
"4","2018-05-17","-0.002455"
"2","2018-05-18","0.000629"
"8","2018-05-18","0.001652"
"16","2018-05-18","0.003949"
"1","2018-05-18","0.006727"
"4","2018-05-18","0.004673"
"2","2018-05-21","0.007367"
"8","2018-05-21","0.004687"
"16","2018-05-21","0.018559"
"1","2018-05-21","0.014246"
"4","2018-05-21","0.012244"
"2","2018-05-22","-0.000328"
"8","2018-05-22","-0.002389"
"16","2018-05-22","0.011376"
"1","2018-05-22","0.005186"
"4","2018-05-22","0.004536"
"2","2018-05-23","-0.005739"
"8","2018-05-23","-0.002205"
"16","2018-05-23","-0.009071"
"1","2018-05-23","-0.011028"
"4","2018-05-23","-0.011823"
"2","2018-05-24","-0.002872"
"8","2018-05-24","0.000713"
"16","2018-05-24","-0.001658"
"1","2018-05-24","-0.001375"
"4","2018-05-24","-0.001474"
"2","2018-05-25","-0.008459"
"8","2018-05-25","-0.003920"
"16","2018-05-25","-0.011060"
"1","2018-05-25","-0.005488"
"4","2018-05-25","-0.008727"
"2","2018-05-28","-0.007493"
"8","2018-05-28","0.003069"
"16","2018-05-28","-0.011828"
"1","2018-05-28","-0.009301"
"4","2018-05-28","-0.007935"
"2","2018-05-29","-0.003180"
"8","2018-05-29","-0.005655"
"16","2018-05-29","-0.010724"
"1","2018-05-29","-0.006647"
"4","2018-05-29","-0.009849"
"2","2018-05-30","-0.027546"
"8","2018-05-30","-0.018918"
"16","2018-05-30","-0.049933"
"1","2018-05-30","-0.037803"
"4","2018-05-30","-0.038830"
"2","2018-05-31","-0.000970"
"8","2018-05-31","0.004158"
"16","2018-05-31","0.018191"
"1","2018-05-31","0.018911"
"4","2018-05-31","0.017692"
"2","2018-06-01","-0.013797"
"8","2018-06-01","0.000608"
"16","2018-06-01","-0.015584"
"1","2018-06-01","-0.007716"
"4","2018-06-01","-0.009827"
"2","2018-06-04","-0.001652"
"8","2018-06-04","0.002673"
"16","2018-06-04","-0.003208"
"1","2018-06-04","-0.002267"
"4","2018-06-04","-0.002723"
"2","2018-06-05","0.011764"
"8","2018-06-05","0.007016"
"16","2018-06-05","0.026027"
"1","2018-06-05","0.014187"
"4","2018-06-05","0.015446"
"2","2018-06-06","-0.000952"
"8","2018-06-06","-0.002201"
"16","2018-06-06","0.003542"
"1","2018-06-06","0.003413"
"4","2018-06-06","0.001935"
"2","2018-06-07","-0.001901"
"8","2018-06-07","0.000235"
"16","2018-06-07","-0.013785"
"1","2018-06-07","-0.007698"
"4","2018-06-07","-0.007776"
"2","2018-06-08","-0.005623"
"8","2018-06-08","-0.004290"
"16","2018-06-08","-0.005590"
"1","2018-06-08","-0.013823"
"4","2018-06-08","-0.011941"
"2","2018-06-11","-0.007306"
"8","2018-06-11","0.002874"
"16","2018-06-11","-0.009618"
"1","2018-06-11","-0.006402"
"4","2018-06-11","-0.006587"
"2","2018-06-12","0.006381"
"8","2018-06-12","0.009507"
"16","2018-06-12","0.007328"
"1","2018-06-12","0.007642"
"4","2018-06-12","0.007337"
"2","2018-06-13","-0.005712"
"8","2018-06-13","-0.001804"
"16","2018-06-13","-0.022688"
"1","2018-06-13","-0.016826"
"4","2018-06-13","-0.019163"
"2","2018-06-14","-0.004592"
"8","2018-06-14","0.000873"
"16","2018-06-14","-0.002789"
"1","2018-06-14","-0.003640"
"4","2018-06-14","-0.004987"
"2","2018-06-15","-0.021642"
"8","2018-06-15","-0.013454"
"16","2018-06-15","-0.030541"
"1","2018-06-15","-0.023574"
"4","2018-06-15","-0.024945"
"2","2018-06-19","-0.068382"
"8","2018-06-19","-0.058131"
"16","2018-06-19","-0.079594"
"1","2018-06-19","-0.071468"
"4","2018-06-19","-0.075742"
"2","2018-06-20","0.008589"
"8","2018-06-20","0.011873"
"16","2018-06-20","0.017402"
"1","2018-06-20","0.009702"
"4","2018-06-20","0.009920"
"2","2018-06-21","-0.026907"
"8","2018-06-21","-0.014551"
"16","2018-06-21","-0.036065"
"1","2018-06-21","-0.026028"
"4","2018-06-21","-0.027178"
"2","2018-06-22","0.019288"
"8","2018-06-22","0.009730"
"16","2018-06-22","0.022048"
"1","2018-06-22","0.014116"
"4","2018-06-22","0.013897"
"2","2018-06-25","-0.001192"
"8","2018-06-25","-0.007384"
"16","2018-06-25","0.000956"
"1","2018-06-25","-0.003507"
"4","2018-06-25","-0.003588"
"2","2018-06-26","0.006033"
"8","2018-06-26","-0.004814"
"16","2018-06-26","0.023176"
"1","2018-06-26","0.007849"
"4","2018-06-26","0.008867"
"2","2018-06-27","0.001677"
"8","2018-06-27","-0.006628"
"16","2018-06-27","-0.003558"
"1","2018-06-27","-0.005068"
"4","2018-06-27","-0.006091"
"2","2018-06-28","-0.001356"
"8","2018-06-28","-0.005329"
"16","2018-06-28","-0.010020"
"1","2018-06-28","-0.010818"
"4","2018-06-28","-0.012278"
"2","2018-06-29","0.028555"
"8","2018-06-29","0.019070"
"16","2018-06-29","0.039920"
"1","2018-06-29","0.026513"
"4","2018-06-29","0.029544"
"2","2018-07-02","-0.014522"
"16","2018-07-02","-0.011304"
"1","2018-07-02","-0.015827"
"8","2018-07-02","-0.004680"
"4","2018-07-02","-0.012890"
"2","2018-07-03","0.008080"
"16","2018-07-03","0.024946"
"1","2018-07-03","0.013621"
"8","2018-07-03","0.006493"
"4","2018-07-03","0.013039"
"2","2018-07-04","-0.011931"
"16","2018-07-04","-0.028929"
"8","2018-07-04","-0.005578"
"1","2018-07-04","-0.016285"
"4","2018-07-04","-0.018368"
"2","2018-07-05","-0.010869"
"16","2018-07-05","-0.028366"
"8","2018-07-05","-0.011851"
"1","2018-07-05","-0.026894"
"4","2018-07-05","-0.028961"
"2","2018-07-06","-0.001202"
"16","2018-07-06","0.008316"
"8","2018-07-06","-0.001836"
"1","2018-07-06","0.003655"
"4","2018-07-06","0.003080"
"2","2018-07-09","0.013965"
"16","2018-07-09","0.025750"
"8","2018-07-09","0.013391"
"1","2018-07-09","0.022772"
"4","2018-07-09","0.021128"
"2","2018-07-10","0.000445"
"16","2018-07-10","0.012068"
"8","2018-07-10","-0.007095"
"1","2018-07-10","0.009497"
"4","2018-07-10","0.008290"
"2","2018-07-11","-0.022213"
"16","2018-07-11","-0.026652"
"8","2018-07-11","-0.015306"
"1","2018-07-11","-0.023963"
"4","2018-07-11","-0.025815"
"2","2018-07-12","0.020997"
"16","2018-07-12","0.032908"
"8","2018-07-12","0.017828"
"1","2018-07-12","0.025934"
"4","2018-07-12","0.026138"
"2","2018-07-13","-0.000866"
"16","2018-07-13","-0.000820"
"8","2018-07-13","0.001208"
"1","2018-07-13","0.003292"
"4","2018-07-13","0.004047"
"2","2018-07-16","-0.004059"
"16","2018-07-16","-0.002083"
"8","2018-07-16","-0.007659"
"1","2018-07-16","0.000344"
"4","2018-07-16","0.000384"
"2","2018-07-17","-0.003479"
"16","2018-07-17","0.005337"
"8","2018-07-17","-0.002131"
"1","2018-07-17","0.001777"
"4","2018-07-17","0.002881"
"2","2018-07-18","-0.001013"
"16","2018-07-18","-0.010875"
"8","2018-07-18","-0.000259"
"1","2018-07-18","-0.002946"
"4","2018-07-18","-0.002698"
"2","2018-07-19","-0.008832"
"16","2018-07-19","-0.013888"
"8","2018-07-19","-0.006796"
"1","2018-07-19","-0.010902"
"4","2018-07-19","-0.012771"
"2","2018-07-20","0.003968"
"16","2018-07-20","0.012507"
"8","2018-07-20","0.004842"
"1","2018-07-20","0.012397"
"4","2018-07-20","0.011423"
"2","2018-07-23","0.001899"
"16","2018-07-23","0.004813"
"8","2018-07-23","0.004253"
"1","2018-07-23","0.008615"
"4","2018-07-23","0.007985"
"2","2018-07-24","0.011662"
"16","2018-07-24","0.013776"
"8","2018-07-24","0.013737"
"1","2018-07-24","0.019827"
"4","2018-07-24","0.019010"
"2","2018-07-25","0.001487"
"16","2018-07-25","0.000429"
"8","2018-07-25","0.004883"
"1","2018-07-25","0.001578"
"4","2018-07-25","0.002693"
"2","2018-07-26","0.002072"
"16","2018-07-26","-0.007834"
"8","2018-07-26","-0.001621"
"1","2018-07-26","-0.000955"
"4","2018-07-26","0.002082"
"2","2018-07-27","0.002720"
"16","2018-07-27","-0.012204"
"8","2018-07-27","-0.000832"
"1","2018-07-27","-0.002852"
"4","2018-07-27","-0.005744"
"2","2018-07-30","-0.006159"
"16","2018-07-30","-0.023369"
"8","2018-07-30","-0.011381"
"1","2018-07-30","-0.011148"
"4","2018-07-30","-0.015704"
"2","2018-07-31","-0.002270"
"16","2018-07-31","0.000861"
"8","2018-07-31","0.000956"
"1","2018-07-31","0.001914"
"4","2018-07-31","0.001668"
"2","2018-08-01","-0.003622"
"16","2018-08-01","-0.017550"
"8","2018-08-01","-0.010053"
"1","2018-08-01","-0.016283"
"4","2018-08-01","-0.016116"
"2","2018-08-02","-0.018358"
"16","2018-08-02","-0.030199"
"8","2018-08-02","-0.017753"
"1","2018-08-02","-0.026099"
"4","2018-08-02","-0.027951"
"2","2018-08-03","-0.003487"
"16","2018-08-03","-0.018414"
"8","2018-08-03","-0.000907"
"1","2018-08-03","-0.009735"
"4","2018-08-03","-0.010424"
"2","2018-08-06","-0.017560"
"16","2018-08-06","-0.021093"
"8","2018-08-06","-0.005964"
"1","2018-08-06","-0.019744"
"4","2018-08-06","-0.020703"
"2","2018-08-07","0.019519"
"16","2018-08-07","0.027445"
"8","2018-08-07","0.015072"
"1","2018-08-07","0.027186"
"4","2018-08-07","0.026624"
"2","2018-08-08","-0.010002"
"16","2018-08-08","-0.023368"
"8","2018-08-08","-0.006451"
"1","2018-08-08","-0.013567"
"4","2018-08-08","-0.014084"
"2","2018-08-09","0.016799"
"16","2018-08-09","0.030779"
"8","2018-08-09","0.009813"
"1","2018-08-09","0.019926"
"4","2018-08-09","0.020566"
"2","2018-08-10","0.004209"
"16","2018-08-10","0.010258"
"8","2018-08-10","-0.001699"
"1","2018-08-10","0.004825"
"4","2018-08-10","0.006368"
"2","2018-08-13","-0.001330"
"16","2018-08-13","0.009226"
"8","2018-08-13","-0.004456"
"1","2018-08-13","0.001095"
"4","2018-08-13","0.001639"
"2","2018-08-14","0.003715"
"16","2018-08-14","-0.003210"
"8","2018-08-14","-0.000799"
"1","2018-08-14","0.000409"
"4","2018-08-14","0.000522"
"2","2018-08-15","-0.009301"
"16","2018-08-15","-0.021162"
"8","2018-08-15","-0.029305"
"1","2018-08-15","-0.019671"
"4","2018-08-15","-0.019008"
"2","2018-08-16","-0.002386"
"16","2018-08-16","-0.010228"
"8","2018-08-16","-0.005540"
"1","2018-08-16","-0.009726"
"4","2018-08-16","-0.011010"
"2","2018-08-17","-0.009182"
"16","2018-08-17","-0.020979"
"8","2018-08-17","-0.001875"
"1","2018-08-17","-0.018191"
"4","2018-08-17","-0.018040"
"2","2018-08-20","0.002010"
"16","2018-08-20","0.010276"
"8","2018-08-20","-0.000893"
"1","2018-08-20","0.004595"
"4","2018-08-20","0.003725"
"2","2018-08-21","0.007331"
"16","2018-08-21","0.011125"
"8","2018-08-21","0.008106"
"1","2018-08-21","0.011863"
"4","2018-08-21","0.010297"
"2","2018-08-22","-0.004338"
"16","2018-08-22","-0.016165"
"8","2018-08-22","-0.005566"
"1","2018-08-22","-0.010092"
"4","2018-08-22","-0.011583"
"2","2018-08-23","0.005380"
"16","2018-08-23","0.012085"
"8","2018-08-23","0.008673"
"1","2018-08-23","0.004465"
"4","2018-08-23","0.005895"
"2","2018-08-24","-0.002517"
"16","2018-08-24","-0.003777"
"8","2018-08-24","0.002399"
"1","2018-08-24","-0.002843"
"4","2018-08-24","-0.002015"
"2","2018-08-27","0.014259"
"16","2018-08-27","0.024728"
"8","2018-08-27","0.011779"
"1","2018-08-27","0.019221"
"4","2018-08-27","0.019465"
"2","2018-08-28","-0.000051"
"16","2018-08-28","0.001437"
"8","2018-08-28","-0.003677"
"1","2018-08-28","0.001962"
"4","2018-08-28","0.001936"
"2","2018-08-29","-0.003623"
"16","2018-08-29","-0.006120"
"8","2018-08-29","-0.002897"
"1","2018-08-29","-0.004777"
"4","2018-08-29","-0.005578"
"2","2018-08-30","-0.001562"
"16","2018-08-30","-0.020944"
"8","2018-08-30","-0.014208"
"1","2018-08-30","-0.013444"
"4","2018-08-30","-0.015842"
"2","2018-08-31","-0.005934"
"8","2018-08-31","-0.006443"
"16","2018-08-31","-0.013744"
"1","2018-08-31","-0.010001"
"4","2018-08-31","-0.010937"
"2","2018-09-03","-0.003156"
"8","2018-09-03","-0.006572"
"16","2018-09-03","0.000769"
"1","2018-09-03","-0.002107"
"4","2018-09-03","-0.001377"
"2","2018-09-04","0.009735"
"8","2018-09-04","0.007002"
"16","2018-09-04","0.015755"
"1","2018-09-04","0.011479"
"4","2018-09-04","0.012116"
"2","2018-09-05","-0.009522"
"8","2018-09-05","-0.009178"
"16","2018-09-05","-0.014165"
"1","2018-09-05","-0.013144"
"4","2018-09-05","-0.012638"
"2","2018-09-06","-0.002103"
"8","2018-09-06","-0.007262"
"16","2018-09-06","0.001586"
"1","2018-09-06","-0.003708"
"4","2018-09-06","-0.005225"
"2","2018-09-07","0.001491"
"8","2018-09-07","0.001686"
"16","2018-09-07","-0.001361"
"1","2018-09-07","0.003634"
"4","2018-09-07","0.004183"
"2","2018-09-10","-0.008347"
"8","2018-09-10","-0.012958"
"16","2018-09-10","-0.026678"
"1","2018-09-10","-0.017296"
"4","2018-09-10","-0.017379"
"2","2018-09-11","-0.000843"
"8","2018-09-11","0.000182"
"16","2018-09-11","0.009443"
"1","2018-09-11","0.000627"
"4","2018-09-11","0.001070"
"2","2018-09-12","-0.000632"
"8","2018-09-12","-0.004106"
"16","2018-09-12","0.002327"
"1","2018-09-12","0.001093"
"4","2018-09-12","0.000495"
"2","2018-09-13","0.007048"
"8","2018-09-13","0.005277"
"16","2018-09-13","0.010786"
"1","2018-09-13","0.008730"
"4","2018-09-13","0.007680"
"2","2018-09-14","-0.002319"
"8","2018-09-14","-0.004967"
"16","2018-09-14","-0.017816"
"1","2018-09-14","-0.007749"
"4","2018-09-14","-0.009021"
"2","2018-09-17","-0.006013"
"8","2018-09-17","-0.009767"
"16","2018-09-17","-0.018109"
"1","2018-09-17","-0.015758"
"4","2018-09-17","-0.017438"
"2","2018-09-18","0.008675"
"8","2018-09-18","0.008126"
"16","2018-09-18","0.019921"
"1","2018-09-18","0.017927"
"4","2018-09-18","0.017086"
"2","2018-09-19","0.006005"
