"Indexcd","Trddt","Clsindex"
"000020","2009-06-08","688.270"
"000020","2009-06-09","690.347"
"000020","2009-06-10","698.128"
"000020","2009-06-11","694.223"
"000020","2009-06-12","679.516"
"000020","2009-06-15","688.995"
"000020","2009-06-16","690.665"
"000020","2009-06-17","701.023"
"000020","2009-06-18","707.041"
"000020","2009-06-19","707.652"
"000020","2009-06-22","703.513"
"000020","2009-06-23","700.300"
"000020","2009-06-24","710.536"
"000020","2009-06-25","709.041"
"000020","2009-06-26","712.420"
"000020","2009-06-29","718.749"
"000020","2009-06-30","716.847"
"000020","2009-07-01","724.186"
"000020","2009-07-02","729.898"
"000020","2009-07-03","736.504"
"000020","2009-07-06","736.497"
"000020","2009-07-07","738.513"
"000020","2009-07-08","746.919"
"000020","2009-07-09","760.552"
"000020","2009-07-10","764.828"
"000020","2009-07-13","771.775"
"000020","2009-07-14","783.129"
"000020","2009-07-15","790.254"
"000020","2009-07-16","785.622"
"000020","2009-07-17","790.004"
"000020","2009-07-20","801.160"
"000020","2009-07-21","784.835"
"000020","2009-07-22","795.719"
"000020","2009-07-23","801.750"
"000020","2009-07-24","794.630"
"000020","2009-07-27","809.522"
"000020","2009-07-28","817.279"
"000020","2009-07-29","766.488"
"000020","2009-07-30","772.141"
"000020","2009-07-31","795.595"
"000020","2009-08-03","809.524"
"000020","2009-08-04","815.877"
"000020","2009-08-05","819.428"
"000020","2009-08-06","809.929"
"000020","2009-08-07","790.490"
"000020","2009-08-10","797.140"
"000020","2009-08-11","801.300"
"000020","2009-08-12","764.892"
"000020","2009-08-13","765.036"
"000020","2009-08-14","730.646"
"000020","2009-08-17","683.134"
"000020","2009-08-18","693.844"
"000020","2009-08-19","659.764"
"000020","2009-08-20","684.306"
"000020","2009-08-21","704.550"
"000020","2009-08-24","721.925"
"000020","2009-08-25","714.231"
"000020","2009-08-26","735.434"
"000020","2009-08-27","742.773"
"000020","2009-08-28","724.742"
"000020","2009-08-31","677.342"
"000020","2009-09-01","672.048"
"000020","2009-09-02","675.496"
"000020","2009-09-03","706.261"
"000020","2009-09-04","720.276"
"000020","2009-09-07","730.925"
"000020","2009-09-08","743.331"
"000020","2009-09-09","743.187"
"000020","2009-09-10","735.323"
"000020","2009-09-11","747.436"
"000020","2009-09-14","765.264"
"000020","2009-09-15","771.456"
"000020","2009-09-16","775.263"
"000020","2009-09-17","793.042"
"000020","2009-09-18","768.804"
"000020","2009-09-21","780.868"
"000020","2009-09-22","763.814"
"000020","2009-09-23","741.995"
"000020","2009-09-24","733.655"
"000020","2009-09-25","726.329"
"000020","2009-09-28","706.145"
"000020","2009-09-29","694.094"
"000020","2009-09-30","700.086"
"000020","2009-10-09","734.572"
"000020","2009-10-12","738.275"
"000020","2009-10-13","748.884"
"000020","2009-10-14","756.370"
"000020","2009-10-15","756.016"
"000020","2009-10-16","758.020"
"000020","2009-10-19","772.959"
"000020","2009-10-20","783.687"
"000020","2009-10-21","777.802"
"000020","2009-10-22","780.248"
"000020","2009-10-23","790.564"
"000020","2009-10-26","791.811"
"000020","2009-10-27","771.463"
"000020","2009-10-28","777.727"
"000020","2009-10-29","764.101"
"000020","2009-10-30","775.120"
"000020","2009-11-02","801.443"
"000020","2009-11-03","818.631"
"000020","2009-11-04","824.559"
"000020","2009-11-05","832.921"
"000020","2009-11-06","836.079"
"000020","2009-11-09","842.141"
"000020","2009-11-10","844.087"
"000020","2009-11-11","849.109"
"000020","2009-11-12","852.214"
"000020","2009-11-13","862.043"
"000020","2009-11-16","880.792"
"000020","2009-11-17","884.488"
"000020","2009-11-18","887.950"
"000020","2009-11-19","900.746"
"000020","2009-11-20","906.005"
"000020","2009-11-23","923.722"
"000020","2009-11-24","875.701"
"000020","2009-11-25","906.444"
"000020","2009-11-26","871.061"
"000020","2009-11-27","852.692"
"000020","2009-11-30","890.406"
"000020","2009-12-01","912.770"
"000020","2009-12-02","927.204"
"000020","2009-12-03","931.563"
"000020","2009-12-04","907.371"
"000020","2009-12-07","921.453"
"000020","2009-12-08","917.735"
"000020","2009-12-09","903.789"
"000020","2009-12-10","910.311"
"000020","2009-12-11","909.994"
"000020","2009-12-14","906.488"
"000020","2009-12-15","908.695"
"000020","2009-12-16","907.403"
"000020","2009-12-17","879.503"
"000020","2009-12-18","848.658"
"000020","2009-12-21","859.066"
"000020","2009-12-22","835.879"
"000020","2009-12-23","848.997"
"000020","2009-12-24","874.943"
"000020","2009-12-25","880.704"
"000020","2009-12-28","893.989"
"000020","2009-12-29","896.807"
"000020","2009-12-30","894.133"
"000020","2009-12-31","903.776"
"000020","2010-01-04","907.364"
"000020","2010-01-05","914.829"
"000020","2010-01-06","912.803"
"000020","2010-01-07","894.387"
"000020","2010-01-08","905.548"
"000020","2010-01-11","910.778"
"000020","2010-01-12","927.836"
"000020","2010-01-13","920.025"
"000020","2010-01-14","945.240"
"000020","2010-01-15","952.783"
"000020","2010-01-18","968.349"
"000020","2010-01-19","969.390"
"000020","2010-01-20","935.703"
"000020","2010-01-21","940.747"
"000020","2010-01-22","916.460"
"000020","2010-01-25","903.779"
"000020","2010-01-26","869.497"
"000020","2010-01-27","864.983"
"000020","2010-01-28","878.912"
"000020","2010-01-29","886.375"
"000020","2010-02-01","879.465"
"000020","2010-02-02","873.302"
"000020","2010-02-03","883.057"
"000020","2010-02-04","892.541"
"000020","2010-02-05","874.410"
"000020","2010-02-08","874.548"
"000020","2010-02-09","874.355"
"000020","2010-02-10","885.714"
"000020","2010-02-11","882.993"
"000020","2010-02-12","895.598"
"000020","2010-02-22","898.292"
"000020","2010-02-23","908.590"
"000020","2010-02-24","927.764"
"000020","2010-02-25","941.906"
"000020","2010-02-26","942.497"
"000020","2010-03-01","953.553"
"000020","2010-03-02","952.371"
"000020","2010-03-03","965.634"
"000020","2010-03-04","931.450"
"000020","2010-03-05","935.887"
"000020","2010-03-08","945.549"
"000020","2010-03-09","944.332"
"000020","2010-03-10","932.395"
"000020","2010-03-11","925.731"
"000020","2010-03-12","913.738"
"000020","2010-03-15","907.286"
"000020","2010-03-16","914.497"
"000020","2010-03-17","936.671"
"000020","2010-03-18","940.603"
"000020","2010-03-19","946.640"
"000020","2010-03-22","951.559"
"000020","2010-03-23","945.557"
"000020","2010-03-24","949.422"
"000020","2010-03-25","938.097"
"000020","2010-03-26","950.725"
"000020","2010-03-29","955.842"
"000020","2010-03-30","959.271"
"000020","2010-03-31","961.762"
"000020","2010-04-01","976.238"
"000020","2010-04-02","980.205"
"000020","2010-04-06","982.865"
"000020","2010-04-07","984.571"
"000020","2010-04-08","984.276"
"000020","2010-04-09","999.135"
"000020","2010-04-12","1009.284"
"000020","2010-04-13","997.728"
"000020","2010-04-14","1012.031"
"000020","2010-04-15","1000.122"
"000020","2010-04-16","996.683"
"000020","2010-04-19","955.655"
"000020","2010-04-20","968.807"
"000020","2010-04-21","997.049"
"000020","2010-04-22","1002.208"
"000020","2010-04-23","994.448"
"000020","2010-04-26","994.079"
"000020","2010-04-27","970.106"
"000020","2010-04-28","963.637"
"000020","2010-04-29","935.929"
"000020","2010-04-30","910.126"
"000020","2010-05-04","909.690"
"000020","2010-05-05","936.869"
"000020","2010-05-06","911.364"
"000020","2010-05-07","900.592"
"000020","2010-05-10","882.308"
"000020","2010-05-11","857.200"
"000020","2010-05-12","833.530"
"000020","2010-05-13","855.845"
"000020","2010-05-14","861.910"
"000020","2010-05-17","810.203"
"000020","2010-05-18","818.468"
"000020","2010-05-19","818.208"
"000020","2010-05-20","802.057"
"000020","2010-05-21","816.563"
"000020","2010-05-24","852.170"
"000020","2010-05-25","847.585"
"000020","2010-05-26","850.015"
"000020","2010-05-27","864.479"
"000020","2010-05-28","869.205"
"000020","2010-05-31","844.878"
"000020","2010-06-01","829.999"
"000020","2010-06-02","840.400"
"000020","2010-06-03","834.964"
"000020","2010-06-04","840.506"
"000020","2010-06-07","836.878"
"000020","2010-06-08","847.882"
"000020","2010-06-09","867.100"
"000020","2010-06-10","869.250"
"000020","2010-06-11","864.795"
"000020","2010-06-17","853.966"
"000020","2010-06-18","819.936"
"000020","2010-06-21","839.991"
"000020","2010-06-22","846.258"
"000020","2010-06-23","842.615"
"000020","2010-06-24","841.799"
"000020","2010-06-25","830.000"
"000020","2010-06-28","816.672"
"000020","2010-06-29","771.253"
"000020","2010-06-30","756.144"
"000020","2010-07-01","744.215"
"000020","2010-07-02","738.329"
"000020","2010-07-05","733.228"
"000020","2010-07-06","752.607"
"000020","2010-07-07","761.956"
"000020","2010-07-08","758.337"
"000020","2010-07-09","781.012"
"000020","2010-07-12","789.759"
"000020","2010-07-13","779.705"
"000020","2010-07-14","787.458"
"000020","2010-07-15","769.594"
"000020","2010-07-16","774.421"
"000020","2010-07-19","790.345"
"000020","2010-07-20","813.301"
"000020","2010-07-21","816.172"
"000020","2010-07-22","827.957"
"000020","2010-07-23","828.303"
"000020","2010-07-26","840.346"
"000020","2010-07-27","840.545"
"000020","2010-07-28","858.184"
"000020","2010-07-29","865.141"
"000020","2010-07-30","863.683"
"000020","2010-08-02","880.643"
"000020","2010-08-03","867.432"
"000020","2010-08-04","879.805"
"000020","2010-08-05","885.513"
"000020","2010-08-06","902.178"
"000020","2010-08-09","913.719"
"000020","2010-08-10","880.942"
"000020","2010-08-11","890.333"
"000020","2010-08-12","879.929"
"000020","2010-08-13","898.317"
"000020","2010-08-16","918.090"
"000020","2010-08-17","926.896"
"000020","2010-08-18","925.334"
"000020","2010-08-19","926.183"
"000020","2010-08-20","905.787"
"000020","2010-08-23","913.640"
"000020","2010-08-24","924.208"
"000020","2010-08-25","907.306"
"000020","2010-08-26","912.133"
"000020","2010-08-27","918.359"
"000020","2010-08-30","942.870"
"000020","2010-08-31","950.461"
"000020","2010-09-01","942.384"
"000020","2010-09-02","962.383"
"000020","2010-09-03","970.838"
"000020","2010-09-06","968.272"
"000020","2010-09-07","972.502"
"000020","2010-09-08","980.655"
"000020","2010-09-09","968.529"
"000020","2010-09-10","983.260"
"000020","2010-09-13","1001.227"
"000020","2010-09-14","1006.372"
"000020","2010-09-15","990.806"
"000020","2010-09-16","967.589"
"000020","2010-09-17","966.365"
"000020","2010-09-20","956.971"
"000020","2010-09-21","955.414"
"000020","2010-09-27","981.203"
"000020","2010-09-28","980.373"
"000020","2010-09-29","968.529"
"000020","2010-09-30","982.735"
"000020","2010-10-08","1004.813"
"000020","2010-10-11","1008.051"
"000020","2010-10-12","1008.454"
"000020","2010-10-13","1012.536"
"000020","2010-10-14","981.750"
"000020","2010-10-15","984.656"
"000020","2010-10-18","969.905"
"000020","2010-10-19","998.964"
"000020","2010-10-20","1005.840"
"000020","2010-10-21","1011.049"
"000020","2010-10-22","1017.675"
"000020","2010-10-25","1042.811"
"000020","2010-10-26","1047.685"
"000020","2010-10-27","1037.019"
"000020","2010-10-28","1038.431"
"000020","2010-10-29","1049.844"
"000020","2010-11-01","1080.876"
"000020","2010-11-02","1079.331"
"000020","2010-11-03","1066.420"
"000020","2010-11-04","1092.284"
"000020","2010-11-05","1109.115"
"000020","2010-11-08","1134.164"
"000020","2010-11-09","1142.972"
"000020","2010-11-10","1152.164"
"000020","2010-11-11","1137.593"
"000020","2010-11-12","1068.203"
"000020","2010-11-15","1099.530"
"000020","2010-11-16","1065.452"
"000020","2010-11-17","1020.238"
"000020","2010-11-18","1033.596"
"000020","2010-11-19","1062.598"
"000020","2010-11-22","1076.903"
"000020","2010-11-23","1058.760"
"000020","2010-11-24","1089.790"
"000020","2010-11-25","1101.176"
"000020","2010-11-26","1099.534"
"000020","2010-11-29","1103.931"
"000020","2010-11-30","1074.995"
"000020","2010-12-01","1076.648"
"000020","2010-12-02","1081.422"
"000020","2010-12-03","1074.583"
"000020","2010-12-06","1059.226"
"000020","2010-12-07","1072.426"
"000020","2010-12-08","1069.638"
"000020","2010-12-09","1046.179"
"000020","2010-12-10","1060.245"
"000020","2010-12-13","1089.076"
"000020","2010-12-14","1101.830"
"000020","2010-12-15","1100.697"
"000020","2010-12-16","1096.861"
"000020","2010-12-17","1098.124"
"000020","2010-12-20","1083.331"
"000020","2010-12-21","1095.331"
"000020","2010-12-22","1083.290"
"000020","2010-12-23","1062.462"
"000020","2010-12-24","1045.830"
"000020","2010-12-27","1016.105"
"000020","2010-12-28","993.029"
"000020","2010-12-29","1008.223"
"000020","2010-12-30","1011.084"
"000020","2010-12-31","1034.954"
"000020","2011-01-04","1051.339"
"000020","2011-01-05","1054.230"
"000020","2011-01-06","1050.368"
"000020","2011-01-07","1046.790"
"000020","2011-01-10","1018.141"
"000020","2011-01-11","1011.905"
"000020","2011-01-12","1017.452"
"000020","2011-01-13","1017.500"
"000020","2011-01-14","997.710"
"000020","2011-01-17","955.959"
"000020","2011-01-18","961.165"
"000020","2011-01-19","984.764"
"000020","2011-01-20","952.201"
"000020","2011-01-21","961.147"
"000020","2011-01-24","940.984"
"000020","2011-01-25","925.113"
"000020","2011-01-26","941.215"
"000020","2011-01-27","955.496"
"000020","2011-01-28","967.420"
"000020","2011-01-31","982.520"
"000020","2011-02-01","985.748"
"000020","2011-02-09","984.148"
"000020","2011-02-10","1009.785"
"000020","2011-02-11","1019.817"
"000020","2011-02-14","1036.342"
"000020","2011-02-15","1035.904"
"000020","2011-02-16","1052.957"
"000020","2011-02-17","1058.969"
"000020","2011-02-18","1052.028"
"000020","2011-02-21","1072.165"
"000020","2011-02-22","1043.698"
"000020","2011-02-23","1057.005"
"000020","2011-02-24","1064.984"
"000020","2011-02-25","1067.000"
"000020","2011-02-28","1082.617"
"000020","2011-03-01","1092.293"
"000020","2011-03-02","1089.231"
"000020","2011-03-03","1069.340"
"000020","2011-03-04","1082.633"
"000020","2011-03-07","1094.897"
"000020","2011-03-08","1101.374"
"000020","2011-03-09","1106.751"
"000020","2011-03-10","1099.489"
"000020","2011-03-11","1096.638"
"000020","2011-03-14","1110.116"
"000020","2011-03-15","1097.586"
"000020","2011-03-16","1111.390"
"000020","2011-03-17","1089.295"
"000020","2011-03-18","1093.596"
"000020","2011-03-21","1086.872"
"000020","2011-03-22","1086.572"
"000020","2011-03-23","1099.417"
"000020","2011-03-24","1104.129"
"000020","2011-03-25","1111.672"
"000020","2011-03-28","1109.096"
"000020","2011-03-29","1092.299"
"000020","2011-03-30","1084.617"
"000020","2011-03-31","1070.661"
"000020","2011-04-01","1084.128"
"000020","2011-04-06","1083.929"
"000020","2011-04-07","1091.193"
"000020","2011-04-08","1102.693"
"000020","2011-04-11","1096.039"
"000020","2011-04-12","1094.664"
"000020","2011-04-13","1106.230"
"000020","2011-04-14","1105.769"
"000020","2011-04-15","1108.965"
"000020","2011-04-18","1116.305"
"000020","2011-04-19","1105.302"
"000020","2011-04-20","1113.339"
"000020","2011-04-21","1118.565"
"000020","2011-04-22","1113.448"
"000020","2011-04-25","1090.277"
"000020","2011-04-26","1071.544"
"000020","2011-04-27","1058.852"
"000020","2011-04-28","1024.606"
"000020","2011-04-29","1038.988"
"000020","2011-05-03","1056.351"
"000020","2011-05-04","1037.697"
"000020","2011-05-05","1042.382"
"000020","2011-05-06","1049.085"
"000020","2011-05-09","1058.702"
"000020","2011-05-10","1065.097"
"000020","2011-05-11","1067.694"
"000020","2011-05-12","1053.009"
"000020","2011-05-13","1061.228"
"000020","2011-05-16","1059.996"
"000020","2011-05-17","1051.159"
"000020","2011-05-18","1057.736"
"000020","2011-05-19","1053.769"
"000020","2011-05-20","1051.620"
"000020","2011-05-23","1012.555"
"000020","2011-05-24","1010.122"
"000020","2011-05-25","1000.289"
"000020","2011-05-26","991.673"
"000020","2011-05-27","959.487"
"000020","2011-05-30","944.936"
"000020","2011-05-31","964.902"
"000020","2011-06-01","975.697"
"000020","2011-06-02","962.960"
"000020","2011-06-03","978.923"
"000020","2011-06-07","988.865"
"000020","2011-06-08","995.271"
"000020","2011-06-09","971.790"
"000020","2011-06-10","973.561"
"000020","2011-06-13","973.154"
"000020","2011-06-14","986.606"
"000020","2011-06-15","977.318"
"000020","2011-06-16","955.561"
"000020","2011-06-17","940.758"
"000020","2011-06-20","929.020"
"000020","2011-06-21","940.873"
"000020","2011-06-22","939.113"
"000020","2011-06-23","954.552"
"000020","2011-06-24","976.325"
"000020","2011-06-27","990.518"
"000020","2011-06-28","993.287"
"000020","2011-06-29","981.394"
"000020","2011-06-30","993.803"
"000020","2011-07-01","998.590"
"000020","2011-07-04","1023.058"
"000020","2011-07-05","1030.983"
"000020","2011-07-06","1033.833"
"000020","2011-07-07","1034.287"
"000020","2011-07-08","1031.335"
"000020","2011-07-11","1042.151"
"000020","2011-07-12","1027.956"
"000020","2011-07-13","1049.221"
"000020","2011-07-14","1057.709"
"000020","2011-07-15","1065.743"
"000020","2011-07-18","1069.229"
"000020","2011-07-19","1059.546"
"000020","2011-07-20","1063.316"
"000020","2011-07-21","1048.788"
"000020","2011-07-22","1053.859"
"000020","2011-07-25","1012.984"
"000020","2011-07-26","1016.759"
"000020","2011-07-27","1032.556"
"000020","2011-07-28","1025.607"
"000020","2011-07-29","1014.481"
"000020","2011-08-01","1018.128"
"000020","2011-08-02","1010.408"
"000020","2011-08-03","1013.385"
"000020","2011-08-04","1018.916"
"000020","2011-08-05","997.246"
"000020","2011-08-08","948.570"
"000020","2011-08-09","947.020"
"000020","2011-08-10","961.558"
"000020","2011-08-11","979.179"
"000020","2011-08-12","990.028"
"000020","2011-08-15","1005.069"
"000020","2011-08-16","996.698"
"000020","2011-08-17","993.855"
"000020","2011-08-18","978.703"
"000020","2011-08-19","970.988"
"000020","2011-08-22","961.847"
"000020","2011-08-23","975.769"
"000020","2011-08-24","973.936"
"000020","2011-08-25","992.730"
"000020","2011-08-26","994.471"
"000020","2011-08-29","989.290"
"000020","2011-08-30","979.587"
"000020","2011-08-31","975.147"
"000020","2011-09-01","966.476"
"000020","2011-09-02","953.959"
"000020","2011-09-05","932.891"
"000020","2011-09-06","926.950"
"000020","2011-09-07","947.218"
"000020","2011-09-08","937.634"
"000020","2011-09-09","933.450"
"000020","2011-09-13","917.051"
"000020","2011-09-14","926.567"
"000020","2011-09-15","926.098"
"000020","2011-09-16","926.495"
"000020","2011-09-19","910.272"
"000020","2011-09-20","914.826"
"000020","2011-09-21","941.860"
"000020","2011-09-22","914.887"
"000020","2011-09-23","908.726"
"000020","2011-09-26","893.670"
"000020","2011-09-27","897.259"
"000020","2011-09-28","881.640"
"000020","2011-09-29","851.383"
"000020","2011-09-30","848.129"
"000020","2011-10-10","844.511"
"000020","2011-10-11","843.448"
"000020","2011-10-12","873.136"
"000020","2011-10-13","884.278"
"000020","2011-10-14","880.138"
"000020","2011-10-17","883.954"
"000020","2011-10-18","856.925"
"000020","2011-10-19","851.340"
"000020","2011-10-20","826.541"
"000020","2011-10-21","812.896"
"000020","2011-10-24","827.552"
"000020","2011-10-25","849.676"
"000020","2011-10-26","858.103"
"000020","2011-10-27","858.145"
"000020","2011-10-28","877.102"
"000020","2011-10-31","882.153"
"000020","2011-11-01","883.686"
"000020","2011-11-02","898.473"
"000020","2011-11-03","902.669"
"000020","2011-11-04","909.782"
"000020","2011-11-07","907.243"
"000020","2011-11-08","896.053"
"000020","2011-11-09","909.399"
"000020","2011-11-10","896.034"
"000020","2011-11-11","897.091"
"000020","2011-11-14","918.072"
"000020","2011-11-15","925.550"
"000020","2011-11-16","904.564"
"000020","2011-11-17","903.810"
"000020","2011-11-18","879.395"
"000020","2011-11-21","880.280"
"000020","2011-11-22","878.662"
"000020","2011-11-23","875.284"
"000020","2011-11-24","874.028"
"000020","2011-11-25","869.219"
"000020","2011-11-28","870.979"
"000020","2011-11-29","884.307"
"000020","2011-11-30","848.442"
"000020","2011-12-01","864.397"
"000020","2011-12-02","846.634"
"000020","2011-12-05","817.158"
"000020","2011-12-06","816.050"
"000020","2011-12-07","818.660"
"000020","2011-12-08","817.634"
"000020","2011-12-09","806.442"
"000020","2011-12-12","796.095"
"000020","2011-12-13","766.553"
"000020","2011-12-14","749.826"
"000020","2011-12-15","727.809"
"000020","2011-12-16","749.042"
"000020","2011-12-19","749.918"
"000020","2011-12-20","746.409"
"000020","2011-12-21","728.101"
"000020","2011-12-22","716.366"
"000020","2011-12-23","722.198"
"000020","2011-12-26","717.526"
"000020","2011-12-27","698.358"
"000020","2011-12-28","694.650"
"000020","2011-12-29","696.339"
"000020","2011-12-30","709.710"
"000020","2012-01-04","690.599"
"000020","2012-01-05","662.107"
"000020","2012-01-06","664.331"
"000020","2012-01-09","691.275"
"000020","2012-01-10","719.515"
"000020","2012-01-11","722.222"
"000020","2012-01-12","721.655"
"000020","2012-01-13","696.699"
"000020","2012-01-16","673.224"
"000020","2012-01-17","710.684"
"000020","2012-01-18","695.433"
"000020","2012-01-19","700.577"
"000020","2012-01-20","709.341"
"000020","2012-01-30","705.063"
"000020","2012-01-31","708.435"
"000020","2012-02-01","704.590"
"000020","2012-02-02","716.937"
"000020","2012-02-03","728.937"
"000020","2012-02-06","736.509"
"000020","2012-02-07","723.258"
"000020","2012-02-08","743.760"
"000020","2012-02-09","749.275"
"000020","2012-02-10","753.981"
"000020","2012-02-13","762.927"
"000020","2012-02-14","763.902"
"000020","2012-02-15","775.592"
"000020","2012-02-16","775.652"
"000020","2012-02-17","772.690"
"000020","2012-02-20","773.427"
"000020","2012-02-21","782.403"
"000020","2012-02-22","795.564"
"000020","2012-02-23","797.460"
"000020","2012-02-24","806.040"
"000020","2012-02-27","806.741"
"000020","2012-02-28","802.502"
"000020","2012-02-29","795.181"
"000020","2012-03-01","800.209"
"000020","2012-03-02","815.241"
"000020","2012-03-05","818.685"
"000020","2012-03-06","811.348"
"000020","2012-03-07","805.996"
"000020","2012-03-08","819.239"
"000020","2012-03-09","831.459"
"000020","2012-03-12","839.177"
"000020","2012-03-13","846.967"
"000020","2012-03-14","808.418"
"000020","2012-03-15","800.762"
"000020","2012-03-16","822.726"
"000020","2012-03-19","834.778"
"000020","2012-03-20","815.310"
"000020","2012-03-21","818.452"
"000020","2012-03-22","814.438"
"000020","2012-03-23","797.290"
"000020","2012-03-26","795.387"
"000020","2012-03-27","792.861"
"000020","2012-03-28","754.977"
"000020","2012-03-29","739.976"
"000020","2012-03-30","737.437"
"000020","2012-04-05","762.362"
"000020","2012-04-06","770.050"
"000020","2012-04-09","761.132"
"000020","2012-04-10","769.985"
"000020","2012-04-11","773.832"
"000020","2012-04-12","789.934"
"000020","2012-04-13","796.762"
"000020","2012-04-16","800.701"
"000020","2012-04-17","788.653"
"000020","2012-04-18","806.173"
"000020","2012-04-19","804.503"
"000020","2012-04-20","811.108"
"000020","2012-04-23","804.561"
"000020","2012-04-24","798.170"
"000020","2012-04-25","813.534"
"000020","2012-04-26","810.650"
"000020","2012-04-27","803.099"
"000020","2012-05-02","811.210"
"000020","2012-05-03","815.660"
"000020","2012-05-04","822.306"
"000020","2012-05-07","829.560"
"000020","2012-05-08","829.289"
"000020","2012-05-09","815.904"
"000020","2012-05-10","818.696"
"000020","2012-05-11","815.264"
"000020","2012-05-14","813.659"
"000020","2012-05-15","811.042"
"000020","2012-05-16","802.017"
"000020","2012-05-17","813.634"
"000020","2012-05-18","798.102"
"000020","2012-05-21","797.890"
"000020","2012-05-22","810.630"
"000020","2012-05-23","811.012"
"000020","2012-05-24","804.130"
"000020","2012-05-25","794.174"
"000020","2012-05-28","804.975"
"000020","2012-05-29","816.467"
"000020","2012-05-30","816.754"
"000020","2012-05-31","817.400"
"000020","2012-06-01","816.478"
"000020","2012-06-04","788.440"
"000020","2012-06-05","787.074"
"000020","2012-06-06","784.396"
"000020","2012-06-07","780.645"
"000020","2012-06-08","776.860"
"000020","2012-06-11","790.134"
"000020","2012-06-12","784.198"
"000020","2012-06-13","800.584"
"000020","2012-06-14","796.990"
"000020","2012-06-15","797.081"
"000020","2012-06-18","805.247"
"000020","2012-06-19","798.085"
"000020","2012-06-20","792.801"
"000020","2012-06-21","782.216"
"000020","2012-06-25","762.046"
"000020","2012-06-26","760.781"
"000020","2012-06-27","758.362"
"000020","2012-06-28","747.146"
"000020","2012-06-29","757.830"
"000020","2012-07-02","768.037"
"000020","2012-07-03","769.049"
"000020","2012-07-04","767.008"
"000020","2012-07-05","748.449"
"000020","2012-07-06","764.412"
"000020","2012-07-09","746.992"
"000020","2012-07-10","738.815"
"000020","2012-07-11","747.188"
"000020","2012-07-12","756.788"
"000020","2012-07-13","753.842"
"000020","2012-07-16","727.968"
"000020","2012-07-17","732.859"
"000020","2012-07-18","738.772"
"000020","2012-07-19","748.892"
"000020","2012-07-20","746.436"
"000020","2012-07-23","739.459"
"000020","2012-07-24","745.910"
"000020","2012-07-25","738.877"
"000020","2012-07-26","731.825"
"000020","2012-07-27","726.987"
"000020","2012-07-30","708.577"
"000020","2012-07-31","694.946"
"000020","2012-08-01","706.242"
"000020","2012-08-02","702.432"
"000020","2012-08-03","717.640"
"000020","2012-08-06","734.647"
"000020","2012-08-07","741.745"
"000020","2012-08-08","739.261"
"000020","2012-08-09","750.509"
"000020","2012-08-10","749.061"
"000020","2012-08-13","734.684"
"000020","2012-08-14","740.122"
"000020","2012-08-15","731.840"
"000020","2012-08-16","726.799"
"000020","2012-08-17","726.324"
"000020","2012-08-20","728.292"
"000020","2012-08-21","739.869"
"000020","2012-08-22","734.599"
"000020","2012-08-23","739.323"
"000020","2012-08-24","724.794"
"000020","2012-08-27","707.916"
"000020","2012-08-28","713.304"
"000020","2012-08-29","708.309"
"000020","2012-08-30","698.158"
"000020","2012-08-31","700.785"
"000020","2012-09-03","713.311"
"000020","2012-09-04","705.404"
"000020","2012-09-05","709.875"
"000020","2012-09-06","716.074"
"000020","2012-09-07","741.003"
"000020","2012-09-10","747.795"
"000020","2012-09-11","745.603"
"000020","2012-09-12","752.674"
"000020","2012-09-13","741.599"
"000020","2012-09-14","743.043"
"000020","2012-09-17","721.877"
"000020","2012-09-18","719.006"
"000020","2012-09-19","726.792"
"000020","2012-09-20","703.963"
"000020","2012-09-21","701.169"
"000020","2012-09-24","707.279"
"000020","2012-09-25","702.905"
"000020","2012-09-26","686.811"
"000020","2012-09-27","702.709"
"000020","2012-09-28","714.827"
"000020","2012-10-08","712.479"
"000020","2012-10-09","731.234"
"000020","2012-10-10","736.276"
"000020","2012-10-11","725.206"
"000020","2012-10-12","724.580"
"000020","2012-10-15","721.782"
"000020","2012-10-16","725.776"
"000020","2012-10-17","728.261"
"000020","2012-10-18","738.145"
"000020","2012-10-19","736.538"
"000020","2012-10-22","738.319"
"000020","2012-10-23","729.502"
"000020","2012-10-24","728.742"
"000020","2012-10-25","720.028"
"000020","2012-10-26","706.362"
"000020","2012-10-29","704.579"
"000020","2012-10-30","703.942"
"000020","2012-10-31","705.782"
"000020","2012-11-01","718.003"
"000020","2012-11-02","722.584"
"000020","2012-11-05","720.555"
"000020","2012-11-06","716.772"
"000020","2012-11-07","716.091"
"000020","2012-11-08","698.180"
"000020","2012-11-09","696.051"
"000020","2012-11-12","699.817"
"000020","2012-11-13","685.965"
"000020","2012-11-14","687.548"
"000020","2012-11-15","674.439"
"000020","2012-11-16","669.807"
"000020","2012-11-19","670.908"
"000020","2012-11-20","668.357"
"000020","2012-11-21","674.471"
"000020","2012-11-22","665.113"
"000020","2012-11-23","667.940"
"000020","2012-11-26","660.610"
"000020","2012-11-27","635.722"
"000020","2012-11-28","620.674"
"000020","2012-11-29","611.460"
"000020","2012-11-30","619.075"
"000020","2012-12-03","602.127"
"000020","2012-12-04","609.914"
"000020","2012-12-05","631.308"
"000020","2012-12-06","630.191"
"000020","2012-12-07","645.513"
"000020","2012-12-10","656.546"
"000020","2012-12-11","652.270"
"000020","2012-12-12","653.477"
"000020","2012-12-13","643.959"
"000020","2012-12-14","669.931"
"000020","2012-12-17","676.856"
"000020","2012-12-18","678.325"
